node,node_bef_goal,path,path_len,time
11301,21044,DUR,3,0.00399994850159
11302,11044,U-DR-R,6,0.184000015259
11303,14024,RLR,3,0.00300002098083
11304,14024,-UR-DR,6,0.516000032425
11305,14301,RRD,3,0.00399994850159
11310,11044,U-DU-R,6,0.251000165939
11311,21024,DUR,3,0.00399994850159
11312,14024,UUR-LR,6,0.141999959946
11313,14044,URRR,4,0.00699996948242
11314,14044,U-DU-R,6,0.273000001907
11315,21044,UR,2,0.00200009346008
11320,14024,RRU-LR,6,0.207999944687
11321,10325,URDL,4,0.00699996948242
11322,14024,UUR-LR,6,0.120000123978
11323,14044,URRR,4,0.00600004196167
11324,14024,R-URLR,6,0.289999961853
11325,21024,UR,2,0.0019998550415
11330,24044,-U-R,4,0.0149998664856
11331,21044,DUR,3,0.00300002098083
11332,11044,U-DR-R,6,0.200000047684
11333,24044,UDRUR,5,0.029000043869
11334,24044,RR-U-R,6,0.263000011444
11335,21044,LLUR,4,0.0169999599457
11340,14301,-ULUD,5,0.0780000686646
11341,21024,DUR,3,0.00300002098083
11342,14024,UUR-LR,6,0.115999937057
11343,14044,DRR,3,0.00400018692017
11344,14044,U-DU-R,6,0.214999914169
11345,21044,UR,2,0.00200009346008
11350,21044,-U-R,4,0.0149998664856
11351,10325,URDL,4,0.00500011444092
11352,14024,UUR-LR,6,0.126999855042
11353,14044,URRR,4,0.00600004196167
11354,14024,-UURLR,6,0.523000001907
11355,21024,UR,2,0.00300002098083
11400,14024,LRRDR,5,0.121000051498
11401,14044,UU-R-R,6,0.165999889374
11402,14024,ULRDR,5,0.0420000553131
11403,11044,UU-R-R,6,0.144999980927
11404,14024,URLR,4,0.00699996948242
11405,11044,URD-R,5,0.0280001163483
11410,10125,RURDL,5,0.0409998893738
11411,14024,L-RLR,5,0.101999998093
11412,14044,ULRDR,5,0.0360000133514
11413,24024,L-RLR,5,0.095999956131
11414,14044,ULLRR,5,0.0260000228882
11415,21044,R-R-R,5,0.0780000686646
11420,10125,RDL,3,0.00200009346008
11421,14024,URU--R,6,0.149999856949
11422,11024,DLR,3,0.00299978256226
11423,11044,DRRD-R,6,0.388000011444
11424,10325,RLLL,4,0.00999999046326
11425,11044,RDR-R,5,0.0620000362396
11430,14301,---D,4,0.0230000019073
11431,21044,DD-UR,5,0.0759999752045
11432,14024,ULRDR,5,0.0340001583099
11433,14301,L-RRD,5,0.109999895096
11434,14024,URLR,4,0.0120000839233
11435,11044,URD-R,5,0.0469999313354
11440,10125,RDL,3,0.00300002098083
11441,14024,URU--R,6,0.172999858856
11442,11044,DLR,3,0.00399994850159
11443,23451,U--R--,6,0.234000205994
11444,10325,RLLL,4,0.0139999389648
11445,11044,RDR-R,5,0.0539999008179
11450,10125,UD--L,5,0.0429999828339
11451,21044,L-DUR,5,0.106000185013
11452,10525,UD--L,5,0.0299999713898
11453,24044,D-LLRR,6,0.618000030518
11454,10325,UD--L,5,0.0419998168945
11455,21044,R-R-R,5,0.0720000267029
11500,10525,R-RDL,5,0.0629999637604
11501,14024,LRDR,4,0.0150001049042
11502,21044,U--R-R,6,0.332000017166
11503,14024,RLR,3,0.00499987602234
11504,11024,RD-R,4,0.0139999389648
11505,21044,LLUR,4,0.0220000743866
11510,14044,D-LUR,5,0.109999895096
11511,10525,URDL,4,0.0090000629425
11512,10125,DRR-L,5,0.0999999046326
11513,21044,UDLR,4,0.0150001049042
11514,11024,RDUR-R,6,0.382999897003
11515,21024,LLUR,4,0.0199999809265
11520,11024,DDR-R,5,0.069000005722
11521,10525,URDL,4,0.00999999046326
11522,14044,UUR-LR,6,0.148000001907
11523,21024,UDLR,4,0.00999999046326
11524,11024,RDUR-R,6,0.324000120163
11525,10325,URLLL,5,0.0320000648499
11530,24044,D-LUR,5,0.0909998416901
11531,21024,DD-UR,5,0.0770001411438
11532,10125,DRR-L,5,0.0759999752045
11533,14024,RURLR,5,0.0449998378754
11534,10125,RRD-L,5,0.0500001907349
11535,21044,LLUR,4,0.0199999809265
11540,11024,URDR-R,6,0.15399980545
11541,10525,URDL,4,0.007000207901
11542,14044,UUR-LR,6,0.140999794006
11543,21044,UDLR,4,0.007000207901
11544,11024,RDUR-R,6,0.304999828339
11545,21024,LLUR,4,0.018000125885
11550,14024,-ULLR,5,0.113999843597
11551,10525,URDL,4,0.007000207901
11552,14044,UUR-LR,6,0.15399980545
11553,21024,UDLR,4,0.007000207901
11554,11024,RDUR-R,6,0.334999799728
11555,10325,URLLL,5,0.0320000648499
12000,14301,RD,2,0.0
12001,14024,D-URLR,6,0.292000055313
12002,14024,RRLR,4,0.0090000629425
12003,11044,UUL-DR,6,0.104000091553
12004,14024,LR,2,0.0019998550415
12005,14024,U-LUUR,6,0.161999940872
12010,24024,RDUR,4,0.0090000629425
12011,14024,RU-LR,5,0.0390000343323
12012,14044,ULRDR,5,0.029000043869
12013,11044,--R-R,5,0.0980000495911
12014,24044,RUR,3,0.00399994850159
12015,24044,RL-LRR,6,0.266999959946
12020,24024,RDUR,4,0.00999999046326
12021,14024,RU-LR,5,0.0350000858307
12022,14044,RDRR,4,0.0090000629425
12023,11044,--R-R,5,0.0880000591278
12024,14044,LR,2,0.0019998550415
12025,14044,RD-LRR,6,0.229000091553
12030,14301,URRD,4,0.00600004196167
12031,14044,DR-LRR,6,0.316999912262
12032,14024,ULRDR,5,0.029000043869
12033,11044,UUL-DR,6,0.124000072479
12034,14024,URLR,4,0.00599980354309
12035,24044,R-U-R,5,0.0490000247955
12040,24024,RDUR,4,0.00800013542175
12041,14024,RU-LR,5,0.0349998474121
12042,14044,RDRR,4,0.00800013542175
12043,11044,UU-LLR,6,0.111999988556
12044,24044,RUR,3,0.00300002098083
12045,14024,-URLR,5,0.0739998817444
12050,24024,RDUR,4,0.0090000629425
12051,14024,RU-LR,5,0.039999961853
12052,14024,ULRDR,5,0.0320000648499
12053,14044,--R-R,5,0.0940001010895
12054,24044,RUR,3,0.0019998550415
12055,24044,RL-LRR,6,0.281000137329
12100,11044,DR-R,4,0.0139999389648
12101,10125,R-RDL,5,0.0460000038147
12102,14024,ULL-LR,6,0.168999910355
12103,14024,RURLR,5,0.0369999408722
12104,24044,D-RUR,5,0.074000120163
12105,24024,LUR,3,0.00399994850159
12110,21044,-R-R,4,0.0199999809265
12111,10125,URDL,4,0.00600004196167
12112,14301,UL-RD,5,0.0360000133514
12113,24044,UDLR,4,0.00600004196167
12114,21024,U-D-DR,6,0.233999967575
12115,10325,URLLL,5,0.0299999713898
12120,21044,-R-R,4,0.018000125885
12121,10125,URDL,4,0.00600004196167
12122,14024,UL-LR,5,0.0610001087189
12123,24024,UDLR,4,0.00699996948242
12124,21024,U--LLR,6,0.227999925613
12125,24044,LUR,3,0.00399994850159
12130,14301,UL-UD,5,0.0349998474121
12131,24024,DULLR,5,0.0620000362396
12132,14024,ULL-LR,6,0.235000133514
12133,14024,RURLR,5,0.0460000038147
12134,11044,RURD-R,6,0.338999986649
12135,24024,LUR,3,0.0139999389648
12140,11044,DR-R,4,0.0139999389648
12141,10125,DL,2,0.00100016593933
12142,14301,UL-RD,5,0.0409998893738
12143,24044,UDLR,4,0.00699996948242
12144,21024,U-D-DR,6,0.21799993515
12145,10325,LLL,3,0.00500011444092
12150,24044,-R-R,4,0.0220000743866
12151,10125,URDL,4,0.00699996948242
12152,10125,-R-L,4,0.021999835968
12153,24024,UDLR,4,0.007000207901
12154,10325,-R-L,4,0.021999835968
12155,24044,LUR,3,0.00399994850159
12200,14301,DLRD,4,0.0140001773834
12201,10525,-RDL,4,0.0199999809265
12202,14024,RRLR,4,0.00999999046326
12203,11024,RRD-R,5,0.0460000038147
12204,14024,LR,2,0.000999927520752
12205,11024,D-R,3,0.00300002098083
12210,10525,RURDL,5,0.0450000762939
12211,14044,RU-LR,5,0.0460000038147
12212,14044,ULRDR,5,0.0360000133514
12213,14301,R-L-D,5,0.0650000572205
12214,14044,ULLRR,5,0.0369999408722
12215,11024,DUR-R,5,0.0680000782013
12220,10325,LRDL,4,0.0150001049042
12221,11024,-DLR,4,0.0209999084473
12222,14044,DLLR,4,0.0139999389648
12223,10525,DU--UL,6,0.373000144958
12224,14044,LR,2,0.0019998550415
12225,10325,DU-UL,5,0.0659999847412
12230,14301,UL-UD,5,0.0380001068115
12231,14301,U-DUD,5,0.0409998893738
12232,14024,ULRDR,5,0.0369999408722
12233,11044,UUL-DR,6,0.149999856949
12234,14024,URLR,4,0.00800013542175
12235,10125,RD-L,4,0.0119998455048
12240,10525,RURDL,5,0.0430002212524
12241,14044,RU-LR,5,0.0449998378754
12242,14044,ULRDR,5,0.0320000648499
12243,14044,D-RRR,5,0.0810000896454
12244,14044,ULLRR,5,0.0319998264313
12245,11024,DUR-R,5,0.0659999847412
12250,10525,RURDL,5,0.0480000972748
12251,14044,RU-LR,5,0.0499999523163
12252,14024,ULRDR,5,0.0390000343323
12253,14301,R-L-D,5,0.0750000476837
12254,24044,LRUR,4,0.0309998989105
12255,10325,DU-UL,5,0.0700001716614
12300,14024,UD-LR,5,0.0230000019073
12301,14301,UURRD,5,0.0199999809265
12302,14024,ULL-LR,6,0.132999897003
12303,24024,DUDR,4,0.010999917984
12304,14024,DU-LR,5,0.0490000247955
12305,24024,LUR,3,0.00300002098083
12310,14044,-LRR,4,0.018000125885
12311,10325,URDL,4,0.00599980354309
12312,14024,U-LR,4,0.00600004196167
12313,14044,URRR,4,0.00399994850159
12314,10325,-L-LL,5,0.105000019073
12315,24044,UR,2,0.000999927520752
12320,14044,-LRR,4,0.0150001049042
12321,10325,URDL,4,0.00499987602234
12322,14024,UL-LR,5,0.0280001163483
12323,14044,RR,2,0.000999927520752
12324,14301,DU-RD,5,0.0490000247955
12325,24024,UR,2,0.0
12330,24044,-LRR,4,0.0169999599457
12331,14301,UURRD,5,0.0199999809265
12332,14024,ULL-LR,6,0.161000013351
12333,24024,DUDR,4,0.0119998455048
12334,14024,DU-LR,5,0.055999994278
12335,24024,LUR,3,0.0
12340,14301,DU-UD,5,0.0500001907349
12341,10325,DL,2,0.0
12342,14024,U-LR,4,0.00999999046326
12343,14044,RR,2,0.0
12344,14024,R-URLR,6,0.21799993515
12345,0,,0,0.000999927520752
12350,24044,D-LRR,5,0.0599999427795
12351,10325,URDL,4,0.00500011444092
12352,14024,UL-LR,5,0.0320000648499
12353,14044,URRR,4,0.00499987602234
12354,14301,DU-RD,5,0.055999994278
12355,24024,UR,2,0.000999927520752
12400,14301,DLRD,4,0.0130000114441
12401,10525,-RDL,4,0.0190000534058
12402,14024,RRLR,4,0.0090000629425
12403,11044,RRD-R,5,0.0439999103546
12404,14024,LR,2,0.00100016593933
12405,11044,D-R,3,0.00300002098083
12410,10125,RURDL,5,0.0439999103546
12411,14024,U--R,4,0.00799989700317
12412,14044,ULRDR,5,0.0350000858307
12413,14044,UUU--R,6,0.128999948502
12414,14044,ULLRR,5,0.0380001068115
12415,21044,R-R-R,5,0.0620000362396
12420,10325,LRDL,4,0.0149998664856
12421,11044,-DLR,4,0.0210001468658
12422,14044,DLLR,4,0.0139999389648
12423,14044,U---LR,6,0.233999967575
12424,14044,LR,2,0.00200009346008
12425,10325,D-RDL,5,0.0769999027252
12430,14301,UL-UD,5,0.0360000133514
12431,10525,UR-RDL,6,0.170000076294
12432,14024,ULRDR,5,0.0349998474121
12433,11044,UUL-DR,6,0.151000022888
12434,14024,URLR,4,0.007000207901
12435,11044,URD-R,5,0.0329999923706
12440,10125,RURDL,5,0.0419998168945
12441,14024,U--R,4,0.00699996948242
12442,14044,ULRDR,5,0.0240001678467
12443,14044,D-RRR,5,0.0799999237061
12444,14044,ULLRR,5,0.0299999713898
12445,11044,DUR-R,5,0.0599999427795
12450,14301,U-LUD,5,0.0410001277924
12451,14044,U--LR,5,0.039999961853
12452,14024,ULRDR,5,0.0460000038147
12453,14044,U---LR,6,0.263000011444
12454,24044,LRUR,4,0.0179998874664
12455,21044,R-R-R,5,0.0650000572205
12500,11024,DR-R,4,0.0130000114441
12501,10125,R-RDL,5,0.0490000247955
12502,14301,--LUD,5,0.141000032425
12503,14024,RURLR,5,0.0440001487732
12504,14044,DU-LR,5,0.0769999027252
12505,24024,LUR,3,0.00399994850159
12510,10125,-L,2,0.00100016593933
12511,10525,URDL,4,0.00599980354309
12512,14044,U-LR,4,0.00800013542175
12513,24044,UDLR,4,0.00699996948242
12514,10125,RR-L,4,0.00999999046326
12515,10325,URLLL,5,0.0299999713898
12520,14301,-RLRD,5,0.108000040054
12521,10525,URDL,4,0.00600004196167
12522,14024,UL-LR,5,0.0450000762939
12523,24024,UDLR,4,0.00799989700317
12524,14044,U-LRRR,6,0.226999998093
12525,24044,LUR,3,0.00500011444092
12530,14044,UD-LR,5,0.0409998893738
12531,24024,DULLR,5,0.0680000782013
12532,14301,D-L-D,5,0.0889999866486
12533,14024,RURLR,5,0.0429999828339
12534,14044,DU-LR,5,0.0789999961853
12535,24024,LUR,3,0.00399994850159
12540,11024,DR-R,4,0.0120000839233
12541,10525,DL,2,0.000999927520752
12542,14044,U-LR,4,0.00600004196167
12543,24044,UDLR,4,0.00600004196167
12544,11024,RRDR-R,6,0.24799990654
12545,10325,LLL,3,0.00600004196167
12550,14044,-LUR,4,0.0280001163483
12551,10525,URDL,4,0.00699996948242
12552,10125,-R-L,4,0.0390000343323
12553,24024,UDLR,4,0.0090000629425
12554,10125,RR-L,4,0.0130000114441
12555,24044,LUR,3,0.00399994850159
13000,14044,RRDR,4,0.00999999046326
13001,14301,RU-RD,5,0.0440001487732
13002,11044,DR,2,0.0019998550415
13003,14024,RDU-LR,6,0.215000152588
13004,11044,LLR,3,0.00499987602234
13005,14024,RUD-LR,6,0.212000131607
13010,24024,RDUR,4,0.0189998149872
13011,21044,-DUR,4,0.0700001716614
13012,14024,URDR,4,0.00600004196167
13013,24024,L-RLR,5,0.147000074387
13014,14024,URLLR,5,0.0589997768402
13015,11044,-DUR,4,0.0370001792908
13020,14024,RRDR,4,0.0179998874664
13021,14024,RU-LR,5,0.0440001487732
13022,14024,URDR,4,0.00599980354309
13023,11024,UD---DR,7,0.713000059128
13024,14044,ULRR,4,0.0090000629425
13025,11044,DU--DR,6,0.289999961853
13030,24044,RDUR,4,0.00999999046326
13031,14024,-RLR,4,0.018000125885
13032,14044,URDR,4,0.00499987602234
13033,24024,-RLR,4,0.0160000324249
13034,14044,ULRR,4,0.00699996948242
13035,24044,R-LRR,5,0.0529999732971
13040,14301,LRD,3,0.00400018692017
13041,14024,RU-LR,5,0.0379998683929
