COMBINATIONS,DRAW DATE
06-34-09-03-27-18,4/24/2010
32-01-04-33-34-13,4/27/2010
01-24-36-34-08-25,4/29/2010
14-26-09-23-12-31,5/1/2010
29-25-32-08-35-39,5/4/2010
02-03-05-13-27-32,5/6/2010
06-32-36-41-25-16,5/8/2010
08-01-31-32-10-06,5/11/2010
26-31-33-30-37-06,5/13/2010
40-39-28-34-42-13,5/15/2010
07-23-25-15-26-16,5/18/2010
23-39-24-37-07-42,5/20/2010
21-20-30-12-40-07,5/22/2010
31-20-21-15-37-29,5/25/2010
25-12-17-24-21-40,5/27/2010
11-28-15-27-04-31,6/1/2010
21-40-39-23-28-34,5/29/2010
11-10-42-35-41-39,6/3/2010
16-04-26-07-03-05,6/5/2010
16-09-08-30-18-19,6/8/2010
09-25-34-29-42-26,6/10/2010
33-29-22-42-41-25,6/12/2010
05-23-04-38-18-14,6/15/2010
12-37-17-33-21-16,6/17/2010
09-25-21-02-05-40,6/19/2010
24-03-12-28-20-36,6/22/2010
27-41-19-31-29-04,6/24/2010
41-39-13-26-40-15,6/26/2010
04-27-17-08-16-02,6/29/2010
36-01-24-25-06-02,7/1/2010
25-33-23-13-16-21,7/3/2010
42-27-10-35-38-34,7/6/2010
39-03-29-42-16-30,7/8/2010
16-20-38-11-27-39,7/10/2010
26-05-19-06-24-23,7/13/2010
04-24-01-18-22-41,7/15/2010
21-17-04-33-01-29,7/17/2010
27-03-37-24-10-07,7/20/2010
29-21-33-06-41-40,7/22/2010
23-40-19-41-31-26,7/24/2010
26-36-05-28-19-34,7/27/2010
39-19-07-41-38-30,7/29/2010
06-41-03-32-25-07,7/31/2010
04-36-11-10-12-34,8/3/2010
10-11-36-40-19-20,8/5/2010
37-41-36-11-39-04,8/7/2010
42-10-23-22-04-31,8/10/2010
08-13-42-07-39-04,8/12/2010
31-26-07-39-23-20,8/14/2010
14-09-24-27-07-29,8/17/2010
28-23-41-17-19-10,8/19/2010
41-32-37-07-42-39,8/21/2010
15-04-28-34-11-01,8/24/2010
13-39-19-25-18-15,8/26/2010
42-15-30-31-32-24,8/28/2010
17-38-15-29-27-06,8/31/2010
11-34-17-42-31-26,9/2/2010
05-26-40-08-15-07,9/4/2010
18-25-08-31-21-33,9/7/2010
06-17-12-28-01-24,9/9/2010
37-23-40-30-20-25,9/11/2010
31-28-10-34-16-14,9/14/2010
41-26-10-27-07-34,9/16/2010
34-30-24-11-07-23,9/18/2010
12-42-37-20-22-16,9/21/2010
36-08-12-13-06-17,9/23/2010
12-28-29-26-19-40,9/25/2010
01-19-22-40-07-18,9/28/2010
35-16-20-29-19-28,9/30/2010
19-34-41-14-30-32,10/2/2010
11-06-12-17-42-32,10/5/2010
38-30-11-21-20-36,10/7/2010
11-08-34-32-01-35,10/9/2010
36-37-41-39-02-21,10/12/2010
07-39-12-42-27-23,10/14/2010
08-03-29-01-22-24,10/16/2010
19-10-15-12-21-06,10/19/2010
13-10-28-03-14-35,10/21/2010
38-28-04-07-42-34,10/23/2010
24-21-12-13-34-20,10/26/2010
12-03-34-27-08-32,10/28/2010
42-29-11-40-15-33,10/30/2010
34-22-10-19-03-11,11/2/2010
22-17-39-02-38-04,11/4/2010
08-09-16-12-02-03,11/6/2010
09-32-04-27-15-25,11/9/2010
30-11-37-12-36-41,11/11/2010
31-05-34-03-02-15,11/13/2010
14-12-36-27-04-29,11/16/2010
04-13-32-29-20-37,11/18/2010
04-12-26-02-42-28,11/20/2010
28-26-25-19-36-42,11/25/2010
16-07-17-34-37-12,11/27/2010
15-14-11-21-29-03,11/30/2010
16-29-42-15-30-20,12/2/2010
41-16-18-25-07-06,12/4/2010
19-21-18-25-27-41,12/7/2010
41-05-33-20-11-16,12/9/2010
22-24-38-15-32-14,12/11/2010
08-37-15-22-34-23,12/14/2010
06-15-33-19-17-23,12/16/2010
29-11-15-19-21-32,12/18/2010
35-34-13-24-05-11,12/21/2010
37-09-39-18-17-22,12/23/2010
29-20-41-26-10-05,12/28/2010
14-36-24-02-17-20,12/30/2010
03-28-30-04-42-16,1/4/2011
22-41-19-29-31-11,1/6/2011
03-12-22-33-32-25,1/8/2011
06-17-30-07-42-13,1/11/2011
21-14-32-33-08-17,1/13/2011
06-02-08-38-42-32,1/15/2011
18-23-34-17-27-26,1/18/2011
25-02-05-11-21-31,1/20/2011
18-10-02-25-36-03,1/22/2011
19-32-22-06-24-35,1/25/2011
35-36-29-18-08-20,1/27/2011
35-17-29-01-19-33,1/29/2011
23-30-39-07-42-25,2/1/2011
11-26-09-04-17-36,2/3/2011
25-26-39-16-20-37,2/5/2011
02-34-39-32-33-30,2/8/2011
26-25-27-32-41-05,2/10/2011
10-29-23-28-21-12,2/12/2011
37-15-34-33-41-08,2/15/2011
25-13-21-24-36-19,2/17/2011
03-39-13-36-31-20,2/19/2011
30-35-14-41-04-18,2/22/2011
31-26-39-15-36-27,2/24/2011
11-24-13-07-34-30,2/26/2011
20-35-38-32-15-19,3/1/2011
03-04-33-20-37-06,3/3/2011
01-07-38-34-22-23,3/5/2011
24-39-05-09-21-03,3/8/2011
42-21-31-06-29-18,3/10/2011
17-19-10-13-12-42,3/12/2011
05-21-42-11-08-27,3/15/2011
27-21-37-15-04-35,3/17/2011
23-10-31-40-19-33,3/19/2011
29-20-21-15-34-14,3/22/2011
12-04-26-42-28-37,3/24/2011
22-15-23-20-07-40,3/26/2011
39-38-25-12-21-08,3/29/2011
05-30-23-16-40-08,3/31/2011
27-40-32-30-16-07,4/2/2011
39-02-09-05-03-35,4/5/2011
37-06-15-01-35-02,4/7/2011
12-36-14-10-40-05,4/9/2011
02-41-39-29-11-27,4/12/2011
06-40-41-24-15-34,4/14/2011
10-29-04-08-24-27,4/16/2011
23-17-16-38-24-22,4/19/2011
34-35-19-06-25-39,4/26/2011
21-42-33-34-12-03,4/28/2011
33-41-08-26-06-23,4/30/2011
42-12-37-41-32-21,5/3/2011
16-31-37-33-40-26,5/5/2011
05-10-19-14-15-23,5/7/2011
14-38-22-37-07-01,5/10/2011
03-26-36-11-40-13,5/12/2011
05-07-12-15-26-34,5/14/2011
19-21-32-29-07-30,5/17/2011
03-26-18-30-07-16,5/19/2011
27-42-29-35-28-06,5/21/2011
14-35-01-16-36-20,5/24/2011
05-41-32-21-23-10,5/26/2011
15-16-40-34-12-23,5/28/2011
08-19-07-42-31-13,5/31/2011
36-26-18-40-13-35,6/2/2011
01-27-39-37-12-05,6/4/2011
30-26-35-19-36-05,6/7/2011
40-03-36-37-32-38,6/9/2011
28-04-35-25-42-26,6/11/2011
15-39-06-19-22-34,6/14/2011
39-13-32-14-35-04,6/16/2011
03-25-40-34-06-13,6/18/2011
37-24-41-42-04-18,6/21/2011
14-30-07-13-42-29,6/23/2011
16-07-28-08-17-26,6/25/2011
04-20-29-17-33-22,6/28/2011
42-12-04-11-40-06,6/30/2011
07-38-09-21-04-03,7/2/2011
08-42-13-26-30-15,7/5/2011
30-34-07-03-04-29,7/7/2011
08-09-23-35-36-26,7/9/2011
01-39-32-42-05-26,7/12/2011
24-15-14-34-18-06,7/14/2011
39-30-35-32-12-42,7/16/2011
32-35-01-23-19-25,7/19/2011
04-15-27-12-03-02,7/21/2011
24-32-01-28-37-29,7/23/2011
21-20-09-08-17-37,7/26/2011
06-19-28-33-01-07,7/28/2011
03-15-25-19-38-23,7/30/2011
37-05-39-23-38-19,8/2/2011
20-02-09-32-26-23,8/4/2011
15-16-03-08-35-38,8/6/2011
01-42-39-16-03-23,8/9/2011
22-05-03-01-39-30,8/11/2011
09-01-25-05-15-06,8/13/2011
21-02-28-10-24-09,8/16/2011
41-02-37-06-22-03,8/18/2011
13-24-12-14-34-37,8/20/2011
13-23-25-21-37-28,8/23/2011
16-15-36-41-30-17,8/25/2011
05-02-04-34-19-31,8/27/2011
12-29-38-27-30-07,8/30/2011
10-39-06-01-02-14,9/1/2011
42-13-10-32-30-24,9/3/2011
38-29-17-16-06-28,9/6/2011
15-09-10-06-05-42,9/8/2011
07-33-11-06-17-22,9/10/2011
05-42-17-07-01-11,9/13/2011
10-36-39-20-05-40,9/15/2011
23-03-27-26-19-15,9/17/2011
37-14-09-12-30-39,9/20/2011
03-40-04-08-23-28,9/22/2011
10-12-15-02-04-31,9/24/2011
36-20-27-39-35-38,9/27/2011
08-32-28-42-20-03,9/29/2011
42-04-25-33-34-27,10/1/2011
21-27-42-10-41-33,10/4/2011
02-36-23-25-22-37,10/6/2011
12-26-09-38-40-29,10/8/2011
08-19-32-27-06-16,10/11/2011
16-01-04-31-15-02,10/13/2011
33-21-40-28-12-02,10/15/2011
40-18-38-31-17-12,10/18/2011
36-26-18-24-39-33,10/20/2011
36-20-33-39-10-01,10/22/2011
12-41-06-26-04-31,10/25/2011
10-16-24-25-14-12,10/27/2011
37-17-15-34-06-12,10/29/2011
18-21-26-33-10-28,11/1/2011
19-42-29-31-14-26,11/3/2011
15-01-11-38-31-37,11/5/2011
04-01-36-14-15-39,11/8/2011
20-27-39-17-32-42,11/10/2011
07-06-03-01-40-08,11/12/2011
24-12-23-05-35-32,11/15/2011
20-24-06-22-08-14,11/17/2011
05-23-22-04-18-13,11/19/2011
40-10-06-15-05-39,11/22/2011
24-41-02-05-39-15,11/24/2011
14-15-22-05-08-36,11/26/2011
41-10-25-27-32-30,11/29/2011
34-36-39-11-22-40,12/1/2011
20-24-02-27-01-18,12/3/2011
02-16-39-10-28-17,12/6/2011
06-13-20-25-02-36,12/8/2011
03-05-27-11-39-22,12/10/2011
20-42-28-11-13-37,12/13/2011
14-35-27-07-09-41,12/15/2011
38-13-10-27-01-09,12/17/2011
16-39-36-07-18-04,12/20/2011
13-27-37-08-31-35,12/22/2011
15-17-13-16-01-24,12/24/2011
35-34-04-23-18-39,12/27/2011
28-02-24-17-05-06,12/29/2011
25-28-30-03-15-37,12/31/2011
13-01-31-17-21-38,1/3/2012
26-22-05-42-16-41,1/5/2012
06-17-13-28-25-38,1/7/2012
06-33-24-09-04-16,1/10/2012
24-23-18-01-36-12,1/12/2012
39-42-28-34-01-04,1/14/2012
14-34-19-39-41-01,1/17/2012
11-10-34-13-17-28,1/19/2012
31-15-30-26-19-27,1/21/2012
28-30-16-21-15-26,1/24/2012
17-35-21-10-32-42,1/26/2012
37-05-27-33-40-02,1/28/2012
18-36-38-05-28-02,1/31/2012
10-38-05-18-31-01,2/2/2012
02-23-19-39-26-05,2/4/2012
29-25-09-22-11-08,2/7/2012
35-14-19-07-27-32,2/9/2012
38-01-23-25-06-17,2/11/2012
20-30-23-34-14-39,2/14/2012
31-23-25-22-42-04,2/16/2012
02-41-17-40-21-01,2/18/2012
02-27-17-35-41-13,2/21/2012
31-10-25-22-30-06,2/23/2012
10-04-12-17-40-27,2/25/2012
20-41-04-08-11-07,2/28/2012
37-02-03-33-08-18,3/1/2012
41-23-33-22-05-42,3/3/2012
39-32-34-03-08-30,3/6/2012
12-04-17-22-23-42,3/8/2012
32-28-39-26-37-42,3/10/2012
20-40-12-04-09-30,3/13/2012
35-06-04-21-15-32,3/15/2012
18-20-42-13-24-39,3/17/2012
21-13-18-01-37-02,3/20/2012
24-01-28-03-14-27,3/22/2012
04-15-05-30-11-42,3/24/2012
27-02-19-22-06-35,3/27/2012
27-23-33-03-29-30,3/29/2012
30-08-22-01-17-23,3/31/2012
38-19-06-05-40-18,4/3/2012
17-23-12-15-22-03,4/10/2012
08-34-35-29-05-26,4/12/2012
14-02-06-31-03-26,4/14/2012
01-17-38-24-22-30,4/17/2012
34-23-33-31-02-39,4/19/2012
12-09-19-35-24-14,4/21/2012
04-10-24-13-37-01,4/24/2012
24-18-19-11-33-42,4/26/2012
07-09-03-11-31-17,4/28/2012
19-15-13-02-41-25,5/1/2012
06-09-11-20-30-13,5/3/2012
32-21-26-36-12-13,5/5/2012
22-16-21-38-42-12,5/8/2012
18-24-29-14-28-08,5/10/2012
06-27-36-22-28-14,5/12/2012
08-15-30-35-31-02,5/15/2012
08-33-05-39-06-24,5/17/2012
40-26-15-37-24-32,5/19/2012
13-37-27-26-29-16,5/22/2012
10-32-06-20-35-37,5/24/2012
11-41-07-09-10-01,5/26/2012
35-23-36-18-39-32,5/29/2012
19-30-16-11-14-08,5/31/2012
31-02-20-13-27-06,6/2/2012
20-33-28-13-31-29,6/5/2012
06-10-21-30-22-33,6/7/2012
41-17-29-30-33-18,6/9/2012
06-27-09-36-16-23,6/12/2012
37-20-02-30-22-35,6/14/2012
04-39-09-13-34-18,6/16/2012
15-08-02-33-09-42,6/19/2012
23-13-19-20-42-34,6/21/2012
32-27-03-04-28-16,6/23/2012
11-10-14-21-03-22,6/26/2012
10-14-30-05-25-13,6/28/2012
04-29-31-37-03-39,6/30/2012
18-05-27-23-10-22,7/3/2012
33-40-04-21-26-20,7/5/2012
42-23-40-33-03-11,7/7/2012
14-08-18-30-34-20,7/10/2012
22-17-01-13-32-06,7/12/2012
14-18-22-23-13-29,7/14/2012
22-19-07-08-23-28,7/17/2012
06-37-16-35-12-21,7/19/2012
29-02-41-32-19-26,7/21/2012
32-34-26-17-15-28,7/24/2012
23-28-25-15-21-14,7/26/2012
03-31-34-10-05-02,7/28/2012
29-04-28-41-02-01,7/31/2012
32-06-01-38-20-10,8/2/2012
33-28-15-19-30-23,8/4/2012
20-04-15-39-41-35,8/7/2012
42-14-41-22-25-33,8/9/2012
38-10-23-15-19-42,8/11/2012
12-21-07-24-16-42,8/14/2012
05-06-24-39-37-22,8/16/2012
21-41-36-26-27-24,8/18/2012
24-17-18-33-35-04,8/21/2012
24-26-17-25-02-22,8/23/2012
16-23-04-02-35-11,8/25/2012
12-29-27-11-04-09,8/28/2012
19-12-32-27-07-35,8/30/2012
18-33-16-28-42-09,9/1/2012
03-30-19-39-20-07,9/4/2012
19-06-21-29-33-37,9/6/2012
25-35-03-07-27-24,9/8/2012
08-16-42-12-14-15,9/11/2012
09-19-08-42-28-38,9/13/2012
03-25-28-07-16-38,9/15/2012
39-13-24-34-06-40,9/18/2012
31-27-37-40-19-30,9/20/2012
18-03-01-41-31-19,9/22/2012
20-06-30-25-36-32,9/25/2012
19-05-41-30-03-35,9/27/2012
21-15-10-04-23-09,9/29/2012
26-37-41-32-12-06,10/2/2012
09-37-33-04-01-08,10/4/2012
40-20-11-26-33-16,10/6/2012
19-38-34-30-13-25,10/9/2012
18-23-19-36-39-15,10/11/2012
08-03-29-10-06-36,10/13/2012
13-10-39-29-19-05,10/16/2012
12-22-11-28-05-21,10/18/2012
19-38-26-15-12-07,10/20/2012
02-07-28-39-11-36,10/23/2012
02-18-11-09-17-33,10/25/2012
29-26-18-07-11-41,10/27/2012
02-39-12-35-33-13,10/30/2012
39-14-18-36-37-19,11/1/2012
14-23-16-36-37-20,11/3/2012
07-42-25-13-16-34,11/6/2012
22-20-24-32-04-02,11/8/2012
36-09-07-35-18-33,11/10/2012
36-35-06-32-04-29,11/13/2012
38-30-20-06-08-11,11/15/2012
19-10-24-28-07-04,11/17/2012
29-25-07-12-35-39,11/20/2012
12-22-27-33-29-19,11/22/2012
35-16-33-39-12-37,11/24/2012
29-35-21-27-32-01,11/27/2012
20-12-35-31-23-09,11/29/2012
32-29-17-14-42-15,12/1/2012
42-04-39-21-03-40,12/4/2012
17-40-34-16-21-06,12/6/2012
27-40-03-25-32-05,12/8/2012
12-40-08-21-18-37,12/11/2012
06-08-24-21-23-16,12/13/2012
06-15-23-14-37-32,12/15/2012
22-35-08-18-25-09,12/18/2012
37-12-42-18-40-01,12/20/2012
07-13-10-08-35-09,12/22/2012
11-27-30-39-05-37,12/27/2012
13-16-26-14-33-04,12/29/2012
21-27-23-37-39-08,1/3/2013
33-31-19-23-28-15,1/5/2013
08-23-20-21-02-33,1/8/2013
42-39-03-30-15-41,1/10/2013
30-27-14-34-05-41,1/12/2013
22-18-09-10-05-01,1/15/2013
35-08-36-32-42-28,1/17/2013
40-26-22-04-35-10,1/19/2013
21-27-08-16-17-34,1/22/2013
34-41-12-24-33-19,1/24/2013
14-36-28-34-12-42,1/26/2013
35-41-23-14-30-36,1/29/2013
30-16-29-13-41-09,1/31/2013
11-42-40-27-31-18,2/2/2013
11-19-33-42-15-28,2/5/2013
09-42-02-22-17-19,2/7/2013
38-11-15-19-27-10,2/9/2013
17-30-13-39-05-19,2/12/2013
19-20-41-04-34-16,2/14/2013
37-01-28-08-12-06,2/16/2013
07-11-27-26-24-16,2/19/2013
33-10-30-09-02-20,2/21/2013
31-24-35-08-22-34,2/23/2013
16-17-24-05-22-26,2/26/2013
35-30-25-20-14-13,2/28/2013
16-07-05-20-02-40,3/2/2013
40-05-41-37-03-16,3/5/2013
08-38-11-26-18-40,3/7/2013
32-35-36-20-12-16,3/9/2013
34-02-42-21-31-26,3/12/2013
40-15-17-06-07-32,3/14/2013
14-17-29-04-38-30,3/16/2013
11-07-33-31-02-14,3/19/2013
29-21-25-30-16-35,3/21/2013
29-35-15-22-07-01,3/23/2013
41-31-32-38-03-20,3/26/2013
23-05-37-08-01-24,4/2/2013
39-40-31-06-04-27,4/4/2013
41-01-30-22-07-24,4/6/2013
31-27-24-30-29-05,4/9/2013
17-24-22-06-07-19,4/11/2013
22-11-03-24-18-39,4/13/2013
28-23-07-17-26-12,4/16/2013
24-08-16-31-18-33,4/18/2013
33-15-25-12-31-19,4/20/2013
30-33-14-37-39-13,4/23/2013
32-26-05-16-20-02,4/25/2013
40-03-06-19-14-39,4/27/2013
26-36-03-37-33-20,4/30/2013
28-18-16-12-02-05,5/2/2013
21-08-29-25-16-32,5/4/2013
35-04-15-01-10-38,5/7/2013
07-37-02-22-24-10,5/9/2013
09-01-31-34-14-20,5/11/2013
41-03-09-40-35-04,5/14/2013
13-07-24-22-11-03,5/16/2013
42-28-29-30-07-38,5/18/2013
11-35-22-34-31-04,5/21/2013
34-26-16-29-18-27,5/23/2013
32-20-27-04-24-16,5/25/2013
05-04-10-21-03-16,5/28/2013
04-31-13-30-08-32,5/30/2013
22-09-34-14-28-27,6/1/2013
34-15-31-33-04-11,6/4/2013
22-13-05-19-25-10,6/6/2013
22-21-27-33-07-30,6/8/2013
19-28-30-20-04-39,6/11/2013
33-09-30-18-14-22,6/13/2013
21-23-38-34-06-33,6/15/2013
35-32-24-36-19-28,6/18/2013
23-27-19-13-37-32,6/20/2013
17-01-35-04-14-07,6/22/2013
11-26-32-07-36-33,6/25/2013
38-27-32-35-22-08,6/27/2013
26-35-39-08-38-28,6/29/2013
25-07-27-08-16-10,7/2/2013
14-20-37-08-13-39,7/4/2013
13-20-23-25-27-28,7/6/2013
29-39-11-15-07-21,7/9/2013
15-27-08-16-37-14,7/11/2013
07-34-26-12-23-38,7/13/2013
24-29-01-27-03-42,7/16/2013
05-29-34-35-10-27,7/18/2013
09-08-38-03-36-02,7/20/2013
12-42-31-32-06-13,7/23/2013
25-22-21-04-19-07,7/25/2013
29-36-30-16-39-41,7/27/2013
30-27-14-10-35-20,7/30/2013
11-42-05-10-27-22,8/1/2013
06-41-14-37-40-35,8/3/2013
41-07-04-38-13-29,8/6/2013
20-40-29-24-07-08,8/8/2013
39-40-11-19-30-35,8/10/2013
19-08-30-40-15-18,8/13/2013
37-13-40-08-30-11,8/15/2013
37-11-25-35-08-32,8/17/2013
15-30-42-35-16-13,8/20/2013
01-10-18-08-06-42,8/22/2013
01-38-40-29-22-25,8/24/2013
39-18-38-02-35-16,8/27/2013
17-09-42-29-34-36,8/29/2013
20-05-41-35-02-28,8/31/2013
38-36-39-01-22-16,9/3/2013
31-11-35-06-40-23,9/5/2013
21-29-32-27-40-24,9/7/2013
16-13-15-17-36-28,9/10/2013
25-12-40-08-24-23,9/12/2013
01-34-09-28-31-30,9/14/2013
05-27-32-36-22-09,9/17/2013
38-37-21-42-16-35,9/19/2013
39-02-20-08-25-05,9/21/2013
31-11-33-34-22-14,9/24/2013
01-03-26-04-27-19,9/26/2013
26-40-38-18-02-35,9/28/2013
14-07-17-32-03-23,10/1/2013
09-31-11-38-33-18,10/3/2013
06-01-31-23-13-11,10/5/2013
04-24-31-37-03-19,10/8/2013
27-09-16-35-42-19,10/10/2013
09-37-06-39-36-13,10/12/2013
15-19-27-06-09-26,10/15/2013
25-35-39-18-23-40,10/17/2013
15-11-19-33-18-07,10/19/2013
21-38-35-15-39-10,10/22/2013
04-22-12-25-20-21,10/24/2013
29-20-28-35-16-11,10/26/2013
37-17-03-20-28-23,10/29/2013
07-35-14-30-06-04,10/31/2013
24-37-07-30-25-01,11/2/2013
32-17-30-08-20-11,11/5/2013
18-22-41-04-19-20,11/7/2013
28-30-02-03-08-42,11/9/2013
32-16-24-03-05-25,11/12/2013
14-39-15-18-42-04,11/14/2013
30-03-17-41-26-02,11/16/2013
32-26-10-40-41-36,11/19/2013
28-32-38-36-14-16,11/21/2013
18-35-17-40-15-30,11/23/2013
22-15-02-34-01-36,11/26/2013
32-10-12-08-20-26,11/28/2013
33-40-01-07-24-42,11/30/2013
03-23-06-15-20-25,12/3/2013
29-41-17-26-09-04,12/5/2013
30-02-11-16-18-03,12/7/2013
42-12-21-38-19-25,12/10/2013
37-18-04-32-15-21,12/12/2013
27-04-38-13-03-11,12/14/2013
18-01-10-34-24-35,12/17/2013
17-05-30-10-36-12,12/19/2013
25-02-38-04-32-34,12/21/2013
01-41-24-16-20-15,12/24/2013
29-41-20-36-40-03,12/26/2013
16-11-34-41-31-03,12/28/2013
29-14-41-19-38-37,12/31/2013
16-14-04-15-39-10,1/2/2014
18-26-07-33-40-06,1/4/2014
06-32-25-38-10-41,1/7/2014
21-13-19-27-20-23,1/9/2014
38-22-21-34-19-16,1/11/2014
08-24-37-42-36-14,1/14/2014
12-29-11-33-22-36,1/16/2014
08-27-25-03-41-26,1/18/2014
10-37-19-12-03-32,1/21/2014
09-03-11-22-40-15,1/23/2014
07-24-34-22-20-35,1/25/2014
31-19-27-17-20-12,1/28/2014
