COMBINATIONS,DRAW DATE
43-30-39-03-19-10,12/24/2009
48-09-17-30-08-16,12/27/2009
15-27-17-37-18-11,12/29/2009
44-34-28-29-23-39,12/31/2009
16-11-10-07-19-37,1/3/2010
02-43-47-36-41-14,1/5/2010
03-08-31-35-27-44,1/7/2010
47-09-10-17-46-07,1/10/2010
38-19-16-42-49-10,1/12/2010
25-45-17-41-05-01,1/14/2010
16-15-36-20-02-21,1/17/2010
28-43-25-13-38-27,1/19/2010
15-36-45-25-06-27,1/21/2010
41-12-48-31-35-21,1/24/2010
29-28-05-43-37-08,1/26/2010
09-40-47-39-30-01,1/28/2010
11-17-18-06-13-47,1/31/2010
45-43-25-35-21-49,2/2/2010
29-28-26-17-37-16,2/4/2010
03-27-38-35-14-25,2/7/2010
07-37-13-33-04-48,2/9/2010
05-16-48-29-38-10,2/11/2010
06-26-17-12-14-45,2/14/2010
36-19-27-38-26-20,2/16/2010
12-14-26-11-20-04,2/18/2010
37-42-43-39-09-14,2/21/2010
16-25-24-44-08-28,2/23/2010
37-08-16-15-43-25,2/25/2010
11-33-20-19-23-35,2/28/2010
02-18-41-45-47-49,3/2/2010
01-06-22-25-44-26,3/4/2010
37-33-35-13-02-32,3/7/2010
26-28-18-11-07-05,3/9/2010
40-42-10-03-29-09,3/11/2010
06-05-12-23-43-04,3/14/2010
44-47-15-20-06-05,3/16/2010
46-19-30-34-22-06,3/18/2010
14-39-04-33-42-10,3/21/2010
19-44-28-05-02-26,3/23/2010
16-42-06-31-24-43,3/25/2010
24-36-26-27-14-31,3/28/2010
34-38-43-28-29-39,3/30/2010
38-01-42-14-21-43,4/6/2010
47-21-42-09-13-12,4/8/2010
15-11-12-32-27-45,4/11/2010
28-46-03-08-26-14,4/13/2010
34-25-45-46-18-21,4/15/2010
29-01-39-42-44-11,4/18/2010
14-32-27-07-01-47,4/20/2010
48-15-27-13-22-02,4/22/2010
33-17-07-27-47-30,4/25/2010
04-13-19-29-20-22,4/27/2010
47-08-04-48-30-49,4/29/2010
26-04-03-38-45-33,5/2/2010
14-02-05-10-09-42,5/4/2010
47-10-46-29-31-44,5/6/2010
18-39-30-38-07-25,5/9/2010
41-42-01-29-15-23,5/11/2010
36-11-45-13-12-15,5/13/2010
37-33-21-23-39-15,5/16/2010
41-24-44-47-22-35,5/18/2010
27-26-49-12-15-33,5/20/2010
45-24-33-03-14-28,5/23/2010
23-43-05-21-07-04,5/25/2010
29-20-48-36-10-46,5/27/2010
18-36-01-19-46-04,5/30/2010
02-16-19-42-29-13,6/1/2010
03-40-41-01-21-27,6/3/2010
29-08-31-13-05-47,6/6/2010
05-27-47-31-23-36,6/8/2010
37-45-10-32-03-43,6/10/2010
26-16-15-05-28-27,6/13/2010
14-36-17-29-32-19,6/15/2010
41-28-29-16-31-12,6/17/2010
02-37-42-12-21-44,6/20/2010
05-15-29-06-22-46,6/22/2010
26-02-17-19-32-41,6/24/2010
32-08-10-24-20-11,6/27/2010
46-19-17-26-31-23,6/29/2010
43-31-21-15-13-46,7/1/2010
37-41-19-49-11-26,7/4/2010
11-41-44-05-28-01,7/6/2010
04-48-05-46-33-41,7/8/2010
19-22-14-24-18-29,7/11/2010
33-49-30-17-01-45,7/13/2010
34-03-20-47-37-31,7/15/2010
32-49-36-18-22-29,7/18/2010
09-10-17-11-33-29,7/20/2010
24-38-06-08-01-04,7/22/2010
11-39-42-10-36-21,7/25/2010
34-25-21-44-01-29,7/27/2010
45-48-14-46-18-16,7/29/2010
32-29-16-26-49-06,8/1/2010
37-43-41-22-05-39,8/3/2010
01-06-34-48-46-37,8/5/2010
25-32-35-15-11-37,8/8/2010
15-18-09-32-40-25,8/10/2010
03-04-12-09-34-47,8/12/2010
20-25-49-07-37-04,8/15/2010
36-46-23-09-47-41,8/17/2010
36-05-49-04-45-21,8/19/2010
36-23-10-30-06-28,8/22/2010
19-33-36-24-42-15,8/24/2010
11-16-44-48-21-32,8/26/2010
49-15-23-06-20-19,8/29/2010
44-19-31-36-20-49,8/31/2010
24-40-26-13-07-14,9/2/2010
24-07-03-06-45-10,9/5/2010
49-29-31-36-26-43,9/7/2010
07-22-34-25-40-47,9/9/2010
26-18-49-33-20-23,9/12/2010
31-36-22-49-33-34,9/14/2010
37-24-16-49-20-03,9/16/2010
24-43-32-06-14-27,9/19/2010
04-12-23-40-03-08,9/21/2010
28-46-10-40-27-24,9/23/2010
28-26-23-01-41-24,9/26/2010
19-17-11-21-48-24,9/28/2010
40-39-47-44-09-08,9/30/2010
49-41-28-08-37-12,10/3/2010
44-30-34-11-26-43,10/5/2010
45-01-43-11-12-05,10/7/2010
46-17-32-42-02-09,10/10/2010
15-22-29-38-39-04,10/12/2010
27-13-12-40-16-28,10/14/2010
34-01-49-03-31-19,10/17/2010
15-45-04-11-17-40,10/19/2010
19-30-32-08-11-35,10/21/2010
34-25-07-15-43-36,10/24/2010
22-35-29-21-33-26,10/26/2010
16-22-21-09-34-31,10/28/2010
39-15-49-08-33-18,10/31/2010
15-30-32-49-47-13,11/2/2010
20-14-13-15-28-49,11/4/2010
38-25-44-42-36-22,11/7/2010
42-35-17-22-30-18,11/9/2010
10-32-22-27-36-16,11/11/2010
23-10-39-29-12-33,11/14/2010
15-48-07-41-05-19,11/16/2010
24-46-26-04-23-14,11/18/2010
09-46-40-33-43-21,11/25/2010
31-10-36-33-12-07,11/21/2010
24-48-10-01-41-33,11/28/2010
46-24-43-23-20-18,11/30/2010
08-20-44-26-41-42,12/2/2010
01-46-27-35-07-26,12/5/2010
30-16-36-05-26-11,12/7/2010
47-44-11-06-18-21,12/9/2010
09-07-44-31-25-37,12/12/2010
33-41-28-35-34-32,12/14/2010
18-09-25-30-35-45,12/16/2010
43-02-22-24-21-42,12/19/2010
26-46-05-04-22-01,12/21/2010
42-24-30-14-25-36,12/23/2010
45-40-14-43-22-18,12/26/2010
30-19-42-39-08-45,12/28/2010
20-17-05-13-43-04,12/30/2010
16-17-41-31-19-03,1/2/2011
26-20-22-18-11-10,1/4/2011
36-49-48-22-14-01,1/6/2011
22-10-15-11-47-09,1/9/2011
38-03-37-07-48-06,1/11/2011
08-13-16-11-31-40,1/13/2011
37-43-45-29-48-05,1/16/2011
33-38-32-17-01-09,1/18/2011
09-45-36-42-01-16,1/20/2011
20-34-25-32-37-06,1/23/2011
12-47-23-37-24-29,1/25/2011
43-13-35-46-22-24,1/27/2011
24-14-09-26-45-17,1/30/2011
31-44-46-23-37-07,2/1/2011
18-48-10-47-19-31,2/3/2011
10-14-48-37-47-23,2/6/2011
23-46-04-49-48-37,2/8/2011
44-06-09-01-40-24,2/10/2011
06-44-24-47-38-33,2/13/2011
21-36-27-29-43-45,2/15/2011
26-09-37-20-10-04,2/17/2011
24-23-16-33-36-14,2/20/2011
23-25-45-31-36-37,2/22/2011
24-46-49-28-47-42,2/24/2011
16-44-28-30-12-27,2/27/2011
19-27-25-05-47-37,3/1/2011
37-41-01-36-14-24,3/3/2011
19-41-17-29-36-21,3/6/2011
17-29-20-36-14-03,3/8/2011
36-05-23-49-28-20,3/10/2011
40-35-26-46-44-24,3/13/2011
42-01-12-07-44-19,3/15/2011
06-39-48-04-05-32,3/17/2011
43-26-25-28-33-47,3/20/2011
40-16-07-27-28-14,3/22/2011
40-08-20-37-10-17,3/24/2011
03-37-10-07-23-05,3/27/2011
02-23-13-11-09-33,3/29/2011
40-11-01-05-46-17,3/31/2011
31-22-09-26-06-08,4/3/2011
10-43-34-44-36-03,4/5/2011
17-06-24-09-03-16,4/7/2011
08-14-43-17-38-36,4/10/2011
14-35-10-04-38-47,4/12/2011
27-01-20-47-07-10,4/14/2011
25-21-18-40-02-26,4/17/2011
15-08-12-01-42-11,4/19/2011
48-40-36-45-03-16,4/26/2011
20-34-25-07-31-33,4/28/2011
08-09-45-43-23-18,5/1/2011
07-11-41-09-24-17,5/3/2011
41-07-33-23-48-17,5/5/2011
12-34-48-17-25-15,5/8/2011
18-26-22-01-13-46,5/10/2011
30-14-19-22-29-46,5/12/2011
16-42-04-33-03-35,5/15/2011
16-14-24-12-19-23,5/17/2011
25-01-18-20-44-37,5/19/2011
25-44-10-21-29-37,5/22/2011
35-14-21-38-15-19,5/24/2011
35-07-39-03-38-40,5/26/2011
33-17-13-34-26-25,5/29/2011
26-36-27-48-14-44,5/31/2011
10-34-30-21-13-07,6/2/2011
42-14-40-02-08-27,6/5/2011
30-21-47-42-08-40,6/7/2011
37-34-18-43-26-23,6/9/2011
07-03-24-28-16-01,6/12/2011
48-15-41-11-33-07,6/14/2011
20-47-45-24-05-21,6/16/2011
31-40-02-07-10-42,6/19/2011
37-07-09-45-31-17,6/21/2011
21-22-14-06-23-33,6/23/2011
32-11-23-45-42-21,6/26/2011
18-32-40-37-11-36,6/28/2011
09-26-30-48-02-39,6/30/2011
04-20-35-21-07-13,7/3/2011
42-03-47-09-23-24,7/5/2011
01-02-48-13-18-46,7/7/2011
25-09-03-16-41-37,7/10/2011
27-16-44-11-49-38,7/12/2011
41-21-44-20-19-36,7/14/2011
41-12-31-37-27-29,7/17/2011
47-45-09-34-33-48,7/19/2011
12-15-29-09-48-17,7/21/2011
08-13-07-37-48-17,7/24/2011
39-42-38-07-10-12,7/26/2011
35-40-36-45-26-19,7/28/2011
05-48-17-20-32-28,7/31/2011
49-16-41-01-28-10,8/2/2011
30-25-06-46-05-48,8/4/2011
34-04-11-10-08-38,8/7/2011
46-06-21-08-18-40,8/9/2011
33-36-01-07-48-10,8/11/2011
40-30-37-39-31-46,8/14/2011
22-14-05-19-46-02,8/16/2011
27-17-31-28-15-07,8/18/2011
03-21-43-06-49-07,8/21/2011
14-49-48-34-01-13,8/23/2011
15-41-39-42-27-38,8/25/2011
06-09-11-18-23-29,8/28/2011
16-06-13-12-43-37,8/30/2011
43-41-10-33-37-38,9/1/2011
47-22-04-36-19-24,9/4/2011
39-34-03-22-31-25,9/6/2011
48-22-41-20-44-18,9/8/2011
17-33-01-21-30-07,9/11/2011
26-46-28-36-49-08,9/13/2011
42-10-37-03-25-14,9/15/2011
20-42-24-34-13-21,9/18/2011
14-05-17-06-21-46,9/20/2011
35-37-29-07-14-21,9/22/2011
12-41-25-40-03-01,9/25/2011
08-31-03-32-18-05,9/27/2011
14-33-37-34-27-07,9/29/2011
40-37-39-09-49-27,10/2/2011
09-08-47-24-41-31,10/4/2011
16-39-02-34-06-38,10/6/2011
05-25-08-21-17-06,10/9/2011
43-15-45-17-39-48,10/11/2011
36-15-10-23-30-21,10/13/2011
17-49-32-29-02-24,10/16/2011
11-42-08-10-43-47,10/18/2011
05-19-11-49-13-08,10/20/2011
32-34-02-08-23-03,10/23/2011
02-24-44-06-42-33,10/25/2011
26-49-46-06-20-28,10/27/2011
30-37-38-25-32-27,10/30/2011
05-20-46-36-06-03,11/1/2011
03-21-27-35-01-26,11/3/2011
25-24-38-31-34-49,11/6/2011
49-47-25-21-12-19,11/8/2011
04-40-23-06-30-09,11/10/2011
16-23-45-44-43-24,11/13/2011
44-38-47-17-12-27,11/15/2011
49-36-03-48-45-05,11/17/2011
31-38-11-23-14-44,11/20/2011
45-36-37-25-10-30,11/22/2011
14-27-34-33-24-40,11/24/2011
03-21-36-39-08-25,11/27/2011
03-16-36-32-17-09,11/29/2011
48-25-18-02-29-03,12/1/2011
07-17-18-39-40-06,12/4/2011
40-16-25-24-29-26,12/6/2011
10-28-23-46-31-30,12/8/2011
48-18-42-08-21-34,12/11/2011
40-26-15-11-41-25,12/13/2011
25-30-07-35-29-10,12/15/2011
17-02-45-04-09-28,12/18/2011
26-03-13-30-29-05,12/20/2011
25-44-20-06-03-05,12/22/2011
26-16-22-04-09-48,12/27/2011
16-07-38-29-48-21,12/29/2011
42-28-34-46-04-14,1/3/2012
25-21-05-15-42-12,1/5/2012
45-49-12-34-04-14,1/8/2012
15-14-16-21-26-45,1/10/2012
01-26-23-30-28-22,1/12/2012
43-38-25-21-10-09,1/15/2012
16-32-04-17-10-36,1/17/2012
39-49-29-11-24-26,1/19/2012
32-23-36-21-28-17,1/22/2012
27-34-29-23-25-04,1/24/2012
27-21-22-39-02-23,1/26/2012
25-29-13-05-20-28,1/29/2012
10-30-04-21-44-27,1/31/2012
40-25-33-17-38-49,2/2/2012
25-24-08-02-11-16,2/5/2012
02-28-44-03-26-27,2/7/2012
28-25-12-07-03-14,2/9/2012
44-46-27-07-19-23,2/12/2012
29-21-11-30-25-08,2/14/2012
47-01-49-05-40-45,2/16/2012
06-04-18-48-34-37,2/19/2012
32-19-17-25-43-18,2/21/2012
10-09-26-11-12-16,2/23/2012
36-27-46-30-14-03,2/26/2012
19-02-04-38-28-23,2/28/2012
11-09-12-17-18-32,3/1/2012
28-26-27-11-34-17,3/4/2012
47-07-03-33-39-34,3/6/2012
34-16-30-49-45-09,3/8/2012
46-10-48-33-36-34,3/11/2012
29-02-22-33-04-47,3/13/2012
44-20-22-16-30-02,3/15/2012
37-39-40-33-27-12,3/18/2012
13-43-33-10-17-04,3/20/2012
44-09-18-33-22-13,3/22/2012
23-46-35-18-45-40,3/25/2012
32-48-28-13-21-42,3/27/2012
08-26-44-11-17-32,3/29/2012
10-02-42-16-15-12,4/1/2012
23-01-16-40-35-32,4/3/2012
36-19-09-03-43-06,4/10/2012
21-13-26-05-23-37,4/12/2012
47-12-04-32-02-21,4/15/2012
23-34-38-10-44-46,4/17/2012
21-26-35-28-44-12,4/19/2012
24-40-33-29-38-27,4/22/2012
47-36-44-28-27-18,4/24/2012
22-49-15-20-30-44,4/26/2012
39-05-31-38-18-07,4/29/2012
24-12-28-04-42-19,5/1/2012
31-04-38-08-20-19,5/3/2012
09-26-32-08-34-14,5/6/2012
20-35-03-43-26-23,5/8/2012
06-10-44-42-25-46,5/10/2012
20-37-17-14-18-24,5/13/2012
17-24-47-21-42-39,5/15/2012
49-09-12-05-33-27,5/17/2012
09-47-12-30-06-01,5/20/2012
32-35-06-20-07-19,5/22/2012
09-35-25-20-10-08,5/24/2012
34-29-19-43-41-10,5/27/2012
29-49-45-16-41-48,5/29/2012
19-24-01-03-40-39,5/31/2012
22-46-06-23-36-25,6/3/2012
10-30-42-12-48-34,6/5/2012
06-49-32-03-48-14,6/7/2012
30-41-48-03-11-23,6/10/2012
01-46-29-41-17-06,6/12/2012
44-06-22-33-36-30,6/14/2012
13-10-18-46-12-15,6/17/2012
08-05-20-49-06-07,6/19/2012
22-20-10-03-13-45,6/21/2012
47-11-08-22-39-29,6/24/2012
05-14-37-12-13-27,6/26/2012
13-12-38-46-11-29,6/28/2012
07-21-15-01-25-40,7/1/2012
38-12-03-29-30-27,7/3/2012
31-01-05-04-09-13,7/5/2012
32-25-17-11-13-28,7/8/2012
28-33-38-03-35-08,7/10/2012
45-49-30-33-20-44,7/12/2012
42-15-22-09-17-13,7/15/2012
38-36-33-35-06-43,7/17/2012
48-07-35-11-22-13,7/19/2012
21-41-20-22-04-44,7/22/2012
01-40-19-18-03-12,7/24/2012
32-11-06-21-42-46,7/26/2012
13-36-31-05-33-24,7/29/2012
02-28-10-07-38-08,7/31/2012
12-38-42-48-01-37,8/2/2012
11-19-28-49-38-20,8/5/2012
48-30-27-19-32-29,8/7/2012
49-11-09-17-05-20,8/9/2012
36-22-23-33-24-39,8/12/2012
01-38-37-12-47-09,8/14/2012
07-30-20-12-05-08,8/16/2012
18-37-02-10-21-41,8/19/2012
01-12-35-17-09-47,8/21/2012
43-10-27-09-44-34,8/23/2012
09-35-49-21-48-40,8/26/2012
26-17-05-13-35-09,8/28/2012
21-25-46-43-02-27,8/30/2012
22-17-36-14-46-47,9/2/2012
09-29-23-20-28-41,9/4/2012
42-12-16-48-02-19,9/6/2012
47-28-22-36-20-29,9/9/2012
02-17-44-28-49-36,9/11/2012
21-23-19-08-45-05,9/13/2012
30-28-34-48-10-04,9/16/2012
47-33-24-29-43-05,9/18/2012
22-11-17-23-43-12,9/20/2012
04-28-03-37-29-24,9/23/2012
07-34-21-28-10-18,9/25/2012
28-49-37-33-25-07,9/27/2012
33-37-44-01-17-45,9/30/2012
03-08-35-11-31-25,10/2/2012
26-38-04-17-40-11,10/4/2012
46-43-39-23-21-02,10/7/2012
47-34-05-02-31-30,10/9/2012
19-23-35-48-41-28,10/11/2012
07-06-03-38-43-05,10/14/2012
45-17-41-06-47-49,10/16/2012
31-22-13-02-08-39,10/18/2012
43-24-36-41-17-23,10/21/2012
24-02-34-47-33-45,10/23/2012
12-42-18-08-40-49,10/25/2012
21-10-31-13-28-09,10/28/2012
17-19-02-36-34-27,10/30/2012
46-04-30-48-02-36,11/1/2012
16-40-10-02-37-23,11/4/2012
32-45-36-21-38-09,11/6/2012
21-43-23-28-08-37,11/8/2012
12-34-47-18-04-01,11/11/2012
33-48-24-13-16-28,11/13/2012
01-38-19-11-16-49,11/15/2012
48-21-39-24-29-25,11/18/2012
41-42-32-06-22-49,11/20/2012
10-30-19-17-06-23,11/22/2012
36-28-20-21-49-17,11/25/2012
23-41-44-02-04-01,11/27/2012
18-43-28-47-07-46,11/29/2012
49-43-37-23-31-44,12/2/2012
30-01-14-20-41-42,12/4/2012
38-31-17-41-40-18,12/6/2012
04-09-35-16-14-23,12/9/2012
04-20-36-46-11-17,12/11/2012
34-24-23-10-05-08,12/13/2012
18-17-13-29-11-40,12/16/2012
11-01-23-18-37-05,12/18/2012
18-43-38-28-06-27,12/20/2012
44-01-17-25-15-46,12/23/2012
02-43-40-34-35-06,12/27/2012
03-31-24-17-12-47,12/30/2012
23-11-25-18-09-03,1/3/2013
18-02-46-03-30-38,1/6/2013
49-19-34-17-45-41,1/8/2013
36-42-34-29-47-37,1/10/2013
32-21-18-49-07-05,1/13/2013
02-34-27-11-14-07,1/15/2013
21-26-45-34-10-01,1/17/2013
07-21-01-06-14-39,1/20/2013
13-22-04-15-32-31,1/22/2013
45-23-34-20-48-08,1/24/2013
45-43-30-21-42-33,1/27/2013
48-22-15-12-18-01,1/29/2013
47-45-39-11-14-23,1/31/2013
10-43-09-07-45-03,2/3/2013
18-27-12-23-20-03,2/5/2013
18-31-06-26-15-47,2/7/2013
19-47-29-33-20-32,2/10/2013
03-19-29-39-01-43,2/12/2013
09-04-41-11-17-42,2/14/2013
07-23-14-45-18-48,2/17/2013
41-44-26-21-13-16,2/19/2013
39-27-09-13-22-10,2/21/2013
15-38-12-10-05-07,2/24/2013
39-02-13-32-04-18,2/26/2013
28-30-07-36-33-15,2/28/2013
32-41-01-27-30-37,3/3/2013
22-04-45-49-10-40,3/5/2013
26-43-31-38-22-02,3/7/2013
08-21-13-47-29-48,3/10/2013
41-40-31-27-28-36,3/12/2013
40-30-22-16-07-34,3/14/2013
09-17-28-36-19-33,3/17/2013
43-02-26-29-12-06,3/19/2013
13-42-15-37-07-04,3/21/2013
12-26-06-40-24-34,3/24/2013
41-03-35-17-06-04,3/26/2013
34-06-40-01-12-46,4/2/2013
21-47-02-10-29-16,4/4/2013
02-45-10-04-09-31,4/7/2013
14-31-08-16-02-42,4/9/2013
25-07-02-45-35-49,4/11/2013
10-21-39-34-05-22,4/14/2013
28-21-03-23-41-38,4/16/2013
04-32-27-31-46-20,4/18/2013
44-40-31-10-12-48,4/21/2013
01-24-35-31-47-21,4/23/2013
25-37-35-12-09-45,4/25/2013
46-18-33-31-14-30,4/28/2013
06-10-16-24-09-05,4/30/2013
22-24-02-49-38-23,5/2/2013
36-22-25-29-42-11,5/5/2013
05-27-36-26-01-02,5/7/2013
07-28-16-27-25-37,5/9/2013
03-04-42-14-35-45,5/12/2013
47-16-46-23-09-34,5/14/2013
49-12-04-40-32-44,5/16/2013
28-19-40-33-10-45,5/19/2013
38-34-43-22-29-17,5/21/2013
46-31-44-39-45-34,5/23/2013
12-37-45-25-04-26,5/26/2013
30-43-35-20-17-31,5/28/2013
32-40-38-28-21-29,5/30/2013
38-27-44-43-32-49,6/2/2013
20-05-45-35-26-21,6/4/2013
40-20-26-15-45-36,6/6/2013
19-46-35-40-43-16,6/9/2013
11-42-45-14-19-16,6/11/2013
14-08-27-26-06-43,6/13/2013
44-17-05-34-31-10,6/16/2013
07-42-34-46-40-01,6/18/2013
35-13-46-18-49-28,6/20/2013
38-17-48-28-15-45,6/23/2013
44-46-18-27-42-02,6/25/2013
33-46-30-44-18-41,6/27/2013
26-11-32-31-17-06,6/30/2013
26-02-43-14-48-20,7/2/2013
44-28-24-42-08-06,7/4/2013
15-27-45-41-18-12,7/7/2013
46-49-15-16-35-18,7/9/2013
41-40-30-10-32-21,7/11/2013
49-21-37-48-14-09,7/14/2013
08-24-13-40-32-11,7/16/2013
41-38-42-30-01-45,7/18/2013
10-28-43-46-49-23,7/21/2013
24-41-39-26-38-15,7/23/2013
19-14-26-09-45-06,7/25/2013
26-31-34-33-43-06,7/28/2013
26-43-49-42-13-15,7/30/2013
35-31-18-12-10-30,8/1/2013
21-20-05-04-09-32,8/4/2013
18-40-45-20-17-49,8/6/2013
16-10-07-46-04-32,8/8/2013
21-01-18-23-05-25,8/11/2013
05-13-38-11-27-47,8/13/2013
28-38-35-37-09-43,8/15/2013
10-43-21-28-22-40,8/18/2013
31-02-10-24-07-28,8/20/2013
16-41-24-31-02-49,8/22/2013
49-44-24-35-10-11,8/25/2013
21-25-11-20-19-44,8/27/2013
05-41-44-35-30-07,8/29/2013
05-32-38-13-45-39,9/1/2013
34-07-30-19-21-02,9/3/2013
20-11-27-46-02-15,9/5/2013
20-43-26-15-17-06,9/8/2013
49-34-14-17-25-09,9/10/2013
21-40-23-25-41-48,9/12/2013
27-06-22-04-11-43,9/15/2013
30-28-37-49-47-33,9/17/2013
20-04-30-16-44-26,9/19/2013
22-41-04-17-38-29,9/22/2013
03-29-42-45-18-20,9/24/2013
44-47-23-14-18-24,9/26/2013
36-01-19-46-44-31,9/29/2013
30-13-02-27-39-32,10/1/2013
44-29-11-40-09-02,10/3/2013
32-47-11-07-21-08,10/6/2013
24-26-03-10-39-29,10/8/2013
21-28-11-25-23-20,10/10/2013
45-15-06-02-03-28,10/13/2013
04-14-17-12-11-31,10/15/2013
30-03-26-12-05-22,10/17/2013
03-40-09-17-30-12,10/20/2013
35-01-49-21-24-04,10/22/2013
