COMBINATIONS,DRAW DATE
06-13-24-03-08-54,9/3/2012
16-20-28-08-27-51,9/5/2012
40-18-29-45-27-01,9/8/2012
17-52-24-26-37-45,9/10/2012
25-52-26-05-49-17,9/12/2012
43-45-17-15-11-04,9/15/2012
47-08-24-28-26-14,9/17/2012
43-36-22-40-31-25,9/19/2012
47-19-07-03-55-29,9/22/2012
12-17-23-44-51-25,9/24/2012
27-54-44-21-48-55,9/26/2012
13-05-22-06-49-24,9/29/2012
35-06-26-13-21-22,10/1/2012
39-54-44-29-25-30,10/3/2012
08-54-01-49-27-42,10/6/2012
07-01-14-32-52-31,10/8/2012
49-40-02-47-37-28,10/10/2012
27-52-53-20-29-15,10/13/2012
34-54-08-25-07-47,10/15/2012
08-38-30-37-25-06,10/17/2012
37-38-24-33-35-32,10/20/2012
24-48-09-02-39-19,10/22/2012
36-45-20-49-54-51,10/24/2012
43-29-52-21-08-10,10/27/2012
46-37-21-11-01-42,10/29/2012
37-38-29-34-35-50,10/31/2012
25-26-28-34-19-30,11/3/2012
12-31-30-27-06-36,11/5/2012
05-52-39-17-21-48,11/7/2012
19-49-54-53-22-47,11/10/2012
40-51-26-21-45-53,11/12/2012
29-30-14-28-07-25,11/14/2012
49-04-25-19-43-01,11/17/2012
15-45-31-11-36-18,11/19/2012
03-19-11-26-25-28,11/21/2012
42-04-27-53-45-54,11/24/2012
28-52-05-04-41-27,11/26/2012
17-50-55-14-29-06,11/28/2012
24-09-33-11-43-14,12/1/2012
50-08-29-07-55-01,12/3/2012
50-49-13-44-43-26,12/5/2012
11-18-04-36-39-46,12/8/2012
21-13-52-25-10-38,12/10/2012
47-17-26-35-52-32,12/12/2012
21-23-18-24-35-13,12/15/2012
37-14-40-21-24-27,12/17/2012
52-23-12-22-34-48,12/19/2012
42-30-39-46-37-33,12/22/2012
36-08-42-41-29-07,12/24/2012
18-51-03-54-09-37,12/26/2012
31-36-48-09-46-52,12/29/2012
45-01-11-42-36-23,12/31/2012
16-33-22-41-06-25,1/2/2013
55-38-13-28-41-39,1/5/2013
08-45-12-20-47-28,1/7/2013
25-52-54-37-20-51,1/9/2013
39-20-33-19-14-22,1/12/2013
55-14-23-22-47-24,1/14/2013
19-49-38-32-43-31,1/16/2013
18-42-06-47-52-26,1/19/2013
12-42-50-08-52-37,1/21/2013
23-16-24-54-21-08,1/23/2013
15-35-02-33-22-48,1/26/2013
27-22-36-24-18-38,1/28/2013
07-14-08-49-15-13,1/30/2013
43-19-40-10-36-11,2/2/2013
18-51-32-43-07-16,2/4/2013
25-46-05-21-24-36,2/6/2013
24-42-45-12-44-02,2/9/2013
40-16-07-19-21-11,2/11/2013
27-28-25-16-05-09,2/13/2013
23-32-20-10-53-14,2/16/2013
25-13-49-07-43-34,2/18/2013
45-51-54-26-23-30,2/20/2013
09-37-29-01-53-18,2/23/2013
31-36-02-41-13-25,2/25/2013
21-20-23-18-13-11,2/27/2013
46-36-07-10-27-17,3/2/2013
47-51-21-18-32-31,3/4/2013
08-32-16-05-12-23,3/6/2013
54-40-17-13-49-23,3/9/2013
06-37-42-20-19-30,3/11/2013
48-08-13-40-10-21,3/13/2013
15-02-22-24-51-10,3/16/2013
49-32-41-05-12-55,3/18/2013
50-19-44-24-41-09,3/20/2013
22-10-01-17-32-54,3/23/2013
23-18-48-19-29-16,3/25/2013
32-39-09-24-16-29,3/27/2013
36-54-35-44-01-18,4/1/2013
12-52-09-46-49-10,4/3/2013
09-14-33-35-37-47,4/6/2013
32-37-08-33-55-16,4/8/2013
29-02-48-52-22-31,4/10/2013
30-22-54-51-13-31,4/13/2013
50-37-05-33-01-29,4/15/2013
38-21-04-24-06-19,4/17/2013
07-27-48-53-11-31,4/20/2013
55-41-44-04-40-12,4/22/2013
23-28-37-04-40-36,4/24/2013
01-29-05-17-52-35,4/27/2013
34-32-48-09-47-11,4/29/2013
17-55-22-54-44-07,5/1/2013
08-37-48-32-15-27,5/4/2013
26-17-23-30-50-28,5/6/2013
22-29-45-47-42-10,5/8/2013
44-55-19-49-02-40,5/11/2013
28-50-05-11-54-26,5/13/2013
50-25-45-35-40-48,5/15/2013
18-38-55-20-09-33,5/18/2013
51-04-37-50-27-13,5/20/2013
42-28-32-22-41-40,5/22/2013
11-31-21-49-24-41,5/25/2013
16-26-47-41-06-12,5/27/2013
12-23-50-41-27-38,5/29/2013
39-33-18-36-37-15,6/1/2013
18-04-39-46-43-51,6/3/2013
29-47-09-55-14-37,6/5/2013
33-17-30-29-32-21,6/8/2013
32-36-15-06-21-12,6/10/2013
47-34-31-05-24-20,6/12/2013
22-33-28-08-13-43,6/15/2013
34-06-33-29-28-47,6/17/2013
55-45-41-38-12-30,6/19/2013
15-30-39-47-44-21,6/22/2013
07-35-14-23-52-40,6/24/2013
23-09-26-02-47-24,6/26/2013
26-50-43-55-29-21,6/29/2013
09-21-43-35-54-12,7/1/2013
41-25-09-43-23-48,7/3/2013
02-22-41-12-17-49,7/6/2013
29-16-32-20-08-11,7/8/2013
25-35-30-44-24-18,7/10/2013
22-14-08-29-42-18,7/13/2013
42-46-30-38-01-41,7/15/2013
17-28-25-14-07-10,7/17/2013
39-06-50-11-42-44,7/20/2013
21-02-24-28-23-39,7/22/2013
06-22-50-55-44-10,7/24/2013
07-30-35-36-20-45,7/27/2013
03-11-41-06-04-21,7/29/2013
03-35-18-42-25-37,7/31/2013
04-19-22-35-26-43,8/3/2013
52-24-38-18-01-31,8/5/2013
10-52-06-02-08-44,8/7/2013
51-30-42-32-43-09,8/10/2013
24-45-06-25-21-18,8/12/2013
19-14-07-53-06-38,8/14/2013
01-35-27-13-09-07,8/17/2013
51-30-25-16-11-52,8/19/2013
34-25-03-28-01-16,8/21/2013
27-55-29-07-24-31,8/24/2013
33-55-21-52-12-38,8/26/2013
10-50-28-25-34-37,8/28/2013
55-26-03-40-25-21,8/31/2013
26-25-51-36-41-27,9/2/2013
45-29-16-47-20-41,9/4/2013
39-12-38-23-11-40,9/7/2013
30-03-33-32-36-18,9/9/2013
47-05-07-54-25-02,9/11/2013
52-14-32-44-08-13,9/14/2013
46-55-04-38-22-42,9/16/2013
50-52-10-28-34-05,9/18/2013
48-52-35-34-29-55,9/21/2013
11-21-14-24-28-30,9/23/2013
28-18-29-39-45-15,9/25/2013
50-44-20-31-26-45,9/28/2013
04-41-46-19-17-52,9/30/2013
22-07-09-21-13-18,10/2/2013
17-18-07-47-03-31,10/5/2013
53-01-37-14-38-07,10/7/2013
51-09-42-27-05-31,10/9/2013
11-48-01-13-10-42,10/12/2013
17-51-14-55-32-07,10/14/2013
14-45-31-04-47-49,10/16/2013
15-38-26-21-18-39,10/19/2013
16-54-29-15-44-43,10/21/2013
26-06-37-34-28-40,10/23/2013
46-02-04-30-22-33,10/26/2013
10-36-48-41-40-23,10/28/2013
23-24-47-43-53-07,10/30/2013
06-34-38-20-49-13,11/2/2013
26-47-50-48-28-55,11/4/2013
01-23-32-41-28-17,11/6/2013
18-01-39-47-03-55,11/9/2013
50-21-43-52-19-02,11/11/2013
38-20-04-28-47-22,11/13/2013
17-53-47-35-07-27,11/16/2013
21-25-13-50-26-04,11/18/2013
04-54-14-53-36-50,11/20/2013
32-46-28-38-48-21,11/23/2013
47-39-10-43-16-51,11/25/2013
43-28-04-17-36-09,11/27/2013
24-35-40-03-20-48,11/30/2013
43-42-15-21-55-29,12/2/2013
54-27-03-11-28-02,12/4/2013
41-14-27-13-02-35,12/7/2013
17-04-51-18-40-50,12/9/2013
35-41-18-54-31-39,12/11/2013
08-10-29-06-51-35,12/14/2013
11-55-53-16-39-17,12/16/2013
07-20-40-01-31-21,12/18/2013
09-49-14-03-23-35,12/21/2013
40-24-08-48-35-09,12/23/2013
35-42-09-15-39-36,12/28/2013
38-15-34-29-08-41,12/30/2013
32-10-18-03-38-31,1/4/2014
09-02-47-29-12-55,1/6/2014
22-43-08-54-20-40,1/8/2014
08-24-30-52-27-06,1/11/2014
39-04-38-19-42-13,1/13/2014
38-21-03-22-50-28,1/15/2014
27-08-48-09-46-45,1/18/2014
02-38-32-19-08-03,1/20/2014
19-23-53-04-16-30,1/22/2014
50-41-47-09-35-05,1/25/2014
54-32-47-14-46-53,1/27/2014
51-25-50-17-45-32,1/29/2014
25-09-06-50-32-48,2/1/2014
49-37-22-27-35-44,2/3/2014
20-42-33-13-03-04,2/5/2014
08-51-09-49-15-26,2/8/2014
23-49-09-48-46-45,2/10/2014
16-46-03-52-51-15,2/12/2014
08-03-19-13-42-01,2/15/2014
45-21-39-16-24-27,2/17/2014
18-23-09-07-14-13,2/19/2014
08-51-11-48-34-10,2/22/2014
03-27-52-02-26-43,2/24/2014
54-17-28-55-23-05,2/26/2014
55-21-37-48-14-47,3/1/2014
42-47-43-48-52-17,3/3/2014
26-34-36-27-45-39,3/5/2014
11-21-07-20-54-26,3/8/2014
33-51-42-27-32-43,3/10/2014
08-44-01-54-30-05,3/12/2014
46-40-55-32-02-03,3/15/2014
08-29-17-51-26-32,3/17/2014
47-03-50-43-20-51,3/19/2014
36-06-21-30-11-25,3/22/2014
43-31-33-04-07-42,3/24/2014
18-53-38-09-14-23,3/26/2014
40-41-24-09-34-21,3/29/2014
05-44-29-30-48-20,3/31/2014
33-03-35-31-19-38,4/2/2014
52-34-29-14-38-05,4/5/2014
39-21-42-28-05-27,4/7/2014
52-15-25-55-23-31,4/9/2014
16-13-30-41-44-46,4/12/2014
02-24-06-17-11-14,4/14/2014
28-41-12-29-11-01,4/16/2014
36-46-52-47-45-43,4/21/2014
40-39-35-36-29-55,4/23/2014
36-50-52-45-14-44,4/26/2014
20-21-30-48-16-44,4/28/2014
13-51-50-09-15-40,4/30/2014
42-02-09-38-45-34,5/3/2014
16-34-26-42-06-52,5/5/2014
53-21-30-15-14-31,5/7/2014
44-40-45-25-21-55,5/10/2014
53-27-14-08-02-54,5/12/2014
50-45-14-36-52-48,5/14/2014
16-42-29-24-27-12,5/17/2014
46-45-32-23-37-47,5/19/2014
54-23-09-52-32-17,5/21/2014
39-54-48-34-17-04,5/24/2014
39-49-14-20-29-23,5/26/2014
07-34-05-48-51-06,5/28/2014
07-46-22-40-12-38,5/31/2014
11-54-18-44-09-36,6/2/2014
11-28-08-33-24-14,6/4/2014
33-03-08-20-36-17,6/7/2014
28-49-33-04-11-14,6/9/2014
16-12-09-54-27-30,6/11/2014
12-17-37-48-43-34,6/14/2014
54-19-02-21-14-44,6/16/2014
02-54-06-32-24-25,6/18/2014
37-41-29-34-52-16,6/21/2014
35-48-02-11-29-46,6/23/2014
26-04-25-33-38-18,6/25/2014
04-52-55-38-46-08,6/28/2014
39-20-19-03-45-07,6/30/2014
51-14-21-04-22-50,7/2/2014
07-45-39-49-01-27,7/5/2014
20-52-24-03-14-36,7/7/2014
25-55-32-31-06-52,7/9/2014
30-11-52-09-05-02,7/12/2014
22-10-16-20-23-08,7/14/2014
23-17-32-13-41-12,7/16/2014
16-30-10-17-21-37,7/19/2014
43-06-37-15-04-24,7/21/2014
37-22-04-39-10-38,7/23/2014
16-18-06-34-40-20,7/26/2014
12-44-27-46-02-26,7/28/2014
29-45-12-35-46-11,7/30/2014
46-35-02-55-24-30,8/2/2014
24-51-41-54-14-27,8/4/2014
07-03-27-44-51-38,8/6/2014
13-29-51-33-11-31,8/9/2014
48-37-35-26-25-17,8/11/2014
07-18-09-39-33-46,8/13/2014
22-52-02-04-46-25,8/16/2014
43-38-31-11-20-45,8/18/2014
26-48-20-47-22-49,8/20/2014
44-21-07-39-34-14,8/23/2014
37-08-32-11-09-38,8/25/2014
27-53-12-52-28-18,8/27/2014
14-11-31-48-33-27,8/30/2014
37-19-06-13-28-25,9/1/2014
37-31-01-53-45-07,9/3/2014
33-09-25-40-22-05,9/6/2014
46-35-45-20-50-13,9/8/2014
26-03-10-09-24-55,9/10/2014
16-30-06-01-26-43,9/13/2014
17-48-54-44-15-28,9/15/2014
17-02-50-48-14-45,9/17/2014
26-50-42-37-30-33,9/20/2014
33-29-25-38-06-11,9/22/2014
07-01-02-48-05-29,9/24/2014
08-42-35-11-17-22,9/27/2014
30-24-49-54-43-51,9/29/2014
53-07-27-06-38-33,10/1/2014
27-24-42-51-23-43,10/4/2014
07-16-51-18-33-22,10/6/2014
50-11-06-13-35-44,10/8/2014
43-37-40-25-01-36,10/11/2014
41-54-50-33-43-55,10/13/2014
13-01-22-16-39-19,10/15/2014
28-20-27-35-05-03,10/18/2014
23-03-07-05-36-45,10/20/2014
52-40-10-08-07-15,10/22/2014
24-12-28-36-21-25,10/25/2014
21-15-39-49-31-46,10/27/2014
34-43-39-54-14-51,10/29/2014
48-29-47-30-02-21,11/1/2014
07-38-14-08-02-19,11/3/2014
17-37-22-42-30-29,11/5/2014
18-15-23-12-44-04,11/8/2014
54-43-19-53-18-12,11/10/2014
37-38-44-06-17-39,11/12/2014
36-52-54-42-03-20,11/15/2014
06-01-18-40-17-12,11/17/2014
42-20-10-04-26-18,11/19/2014
21-32-23-16-34-40,11/22/2014
08-27-26-11-06-29,11/24/2014
30-54-26-09-34-47,11/26/2014
32-05-18-39-48-47,11/29/2014
39-36-33-42-40-20,12/1/2014
46-55-12-18-25-17,12/3/2014
29-20-49-30-40-08,12/6/2014
27-23-09-28-43-41,12/8/2014
38-53-39-18-09-45,12/10/2014
10-11-44-52-53-39,12/13/2014
15-52-29-49-16-18,12/15/2014
53-27-12-37-33-55,12/17/2014
25-48-11-12-23-36,12/20/2014
52-38-55-54-39-26,12/22/2014
08-30-14-38-11-04,12/24/2014
30-44-31-37-34-23,12/27/2014
15-01-05-43-46-22,12/29/2014
34-15-26-13-19-10,12/31/2014
24-20-10-41-22-28,1/3/2015
09-55-05-14-27-31,1/5/2015
40-53-32-28-07-05,1/7/2015
45-18-34-49-35-20,1/10/2015
42-36-54-40-47-51,1/12/2015
24-55-52-04-33-40,1/14/2015
50-47-12-05-48-37,1/17/2015
