COMBINATIONS,DRAW DATE
08-26-33-23-15-41,8/20/2010
26-32-21-31-28-38,8/23/2010
19-01-29-09-38-16,8/25/2010
13-14-28-25-21-03,8/30/2010
01-30-43-21-19-31,8/27/2010
21-10-12-44-01-45,9/1/2010
04-01-21-32-43-17,9/3/2010
06-27-44-42-04-02,9/6/2010
19-22-25-13-37-04,9/8/2010
31-29-17-33-14-04,9/10/2010
37-15-07-20-02-45,9/13/2010
15-40-32-06-27-20,9/15/2010
41-21-35-24-19-07,9/17/2010
03-22-26-16-35-08,9/20/2010
29-31-08-13-24-03,9/22/2010
07-17-22-38-43-12,9/24/2010
25-44-24-43-13-27,9/27/2010
08-22-15-11-17-32,9/29/2010
32-30-31-20-04-27,10/1/2010
14-25-26-37-36-08,10/4/2010
04-37-38-14-40-41,10/6/2010
28-26-39-29-41-25,10/8/2010
15-06-44-38-04-13,10/11/2010
05-23-43-09-34-11,10/13/2010
12-33-28-36-30-35,10/15/2010
39-22-44-42-23-25,10/18/2010
16-05-17-13-28-43,10/20/2010
13-25-37-45-14-36,10/22/2010
06-17-24-45-22-28,10/25/2010
28-08-44-06-11-14,10/27/2010
16-08-04-19-21-26,10/29/2010
17-05-26-06-03-21,11/1/2010
25-09-05-08-43-29,11/3/2010
11-25-19-24-31-06,11/5/2010
32-14-08-40-26-10,11/8/2010
26-09-11-06-02-37,11/10/2010
35-29-20-32-34-01,11/12/2010
11-17-43-39-32-19,11/15/2010
22-19-02-13-04-29,11/17/2010
31-20-17-25-05-33,11/24/2010
09-12-07-26-22-14,11/19/2010
10-42-21-08-36-45,11/22/2010
21-12-42-01-11-07,11/26/2010
31-35-02-16-33-43,11/29/2010
45-39-15-12-30-28,12/1/2010
40-27-18-11-36-20,12/3/2010
24-30-25-14-34-02,12/6/2010
39-16-10-43-32-27,12/8/2010
33-31-42-24-11-16,12/10/2010
27-13-39-10-37-15,12/13/2010
16-13-10-37-19-30,12/15/2010
36-03-10-06-11-17,12/17/2010
43-37-33-38-27-05,12/20/2010
44-36-26-29-27-34,12/22/2010
15-14-41-40-21-06,12/24/2010
19-10-07-13-43-06,12/27/2010
30-09-22-07-05-39,12/29/2010
40-35-27-38-26-13,12/31/2010
19-42-01-39-11-35,1/3/2011
35-28-03-23-14-18,1/5/2011
12-09-02-08-01-11,1/7/2011
43-29-20-19-35-45,1/10/2011
14-13-38-05-11-37,1/12/2011
11-25-16-30-26-04,1/14/2011
35-05-43-13-28-11,1/17/2011
05-36-33-10-41-44,1/19/2011
24-34-39-23-14-12,1/21/2011
07-03-37-21-09-04,1/24/2011
18-23-04-32-20-15,1/26/2011
04-05-36-43-20-31,1/28/2011
05-11-02-14-06-17,1/31/2011
27-25-26-38-34-33,2/2/2011
03-04-23-02-12-38,2/4/2011
21-45-18-11-25-38,2/7/2011
30-11-36-29-13-12,2/9/2011
35-40-17-19-33-07,2/11/2011
11-12-21-06-28-31,2/14/2011
29-23-06-03-02-15,2/16/2011
14-10-12-29-21-09,2/18/2011
01-03-04-45-06-18,2/21/2011
08-23-32-22-29-13,2/23/2011
21-41-35-39-24-25,2/25/2011
30-03-05-32-11-44,2/28/2011
24-30-16-19-25-27,3/2/2011
43-33-38-01-40-15,3/4/2011
22-04-03-06-32-30,3/7/2011
41-19-31-24-04-40,3/9/2011
25-31-01-26-12-02,3/11/2011
42-28-24-14-39-18,3/14/2011
37-09-34-27-08-25,3/16/2011
21-44-03-01-31-39,3/18/2011
14-32-12-19-18-34,3/21/2011
18-26-08-31-01-16,3/23/2011
19-23-44-36-40-28,3/25/2011
45-32-01-15-06-05,3/28/2011
36-17-39-28-05-30,3/30/2011
35-38-01-31-04-07,4/1/2011
17-33-37-29-12-22,4/4/2011
17-23-36-30-33-13,4/6/2011
45-42-22-39-13-41,4/8/2011
17-45-11-41-44-25,4/11/2011
23-08-15-27-31-12,4/13/2011
31-02-14-43-32-12,4/15/2011
28-15-33-17-18-34,4/18/2011
37-42-12-08-23-21,4/20/2011
14-39-15-41-05-42,4/25/2011
37-10-28-02-33-25,4/27/2011
32-29-26-03-40-28,4/29/2011
10-38-24-12-08-44,5/2/2011
44-18-06-11-39-34,5/4/2011
36-33-39-15-09-32,5/6/2011
40-02-45-37-15-16,5/9/2011
28-44-05-19-26-30,5/11/2011
19-26-38-16-29-14,5/13/2011
25-39-20-13-24-36,5/16/2011
15-30-08-02-29-43,5/18/2011
27-15-24-44-04-23,5/20/2011
30-17-09-32-33-15,5/23/2011
14-38-03-42-24-45,5/25/2011
23-40-34-27-26-37,5/27/2011
43-02-35-39-09-10,5/30/2011
01-43-03-45-13-15,6/1/2011
09-38-45-15-32-13,6/3/2011
09-23-14-45-24-35,6/6/2011
44-10-15-42-30-06,6/8/2011
15-01-13-11-07-09,6/10/2011
27-37-16-15-30-33,6/13/2011
22-17-09-42-14-18,6/15/2011
28-02-45-12-06-17,6/17/2011
18-40-39-02-17-38,6/20/2011
23-13-10-37-35-19,6/22/2011
33-21-05-20-03-34,6/24/2011
36-32-16-01-20-39,6/27/2011
43-35-30-34-31-12,6/29/2011
26-15-41-33-01-06,7/1/2011
27-26-20-06-39-16,7/4/2011
33-05-27-30-31-10,7/6/2011
01-03-08-07-25-20,7/8/2011
28-17-20-07-27-37,7/11/2011
30-39-32-03-27-34,7/13/2011
19-10-06-26-08-43,7/15/2011
15-20-24-13-35-34,7/18/2011
03-06-16-14-24-29,7/20/2011
05-23-17-15-39-29,7/22/2011
12-22-33-23-41-01,7/25/2011
20-40-04-35-26-41,7/27/2011
17-39-45-42-18-34,7/29/2011
28-11-26-43-30-24,8/1/2011
02-05-35-20-09-42,8/3/2011
04-25-10-23-36-35,8/5/2011
35-09-39-04-25-30,8/8/2011
24-35-22-43-37-33,8/10/2011
13-44-09-07-33-03,8/12/2011
38-17-11-34-03-35,8/15/2011
27-26-25-40-20-14,8/17/2011
04-06-09-41-23-33,8/19/2011
03-31-21-34-24-43,8/22/2011
42-25-33-16-21-29,8/24/2011
34-26-21-27-09-11,8/26/2011
30-28-41-18-32-02,8/29/2011
17-45-35-32-10-29,8/31/2011
38-37-02-31-27-26,9/2/2011
44-30-12-09-29-04,9/5/2011
44-20-13-01-37-26,9/7/2011
41-38-23-12-17-11,9/9/2011
16-15-35-29-42-07,9/12/2011
15-31-32-22-04-06,9/14/2011
10-33-02-23-09-05,9/16/2011
14-40-01-03-43-11,9/19/2011
43-29-26-35-11-08,9/21/2011
22-01-39-44-26-31,9/23/2011
34-32-43-23-10-20,9/26/2011
26-29-36-41-37-11,9/28/2011
13-27-26-33-11-21,9/30/2011
21-10-41-08-25-03,10/3/2011
44-27-37-40-13-20,10/5/2011
04-31-36-22-09-20,10/7/2011
14-27-05-42-16-33,10/10/2011
28-30-21-12-20-33,10/12/2011
18-08-40-24-33-27,10/14/2011
09-07-22-16-10-40,10/17/2011
06-01-26-45-34-40,10/19/2011
17-33-06-13-38-31,10/21/2011
19-41-36-05-33-20,10/24/2011
13-23-33-20-30-02,10/26/2011
21-06-16-22-39-24,10/28/2011
33-08-41-22-09-34,10/31/2011
23-38-06-45-17-30,11/2/2011
40-20-25-11-35-31,11/4/2011
33-01-42-23-34-12,11/7/2011
35-42-44-27-01-08,11/9/2011
03-40-18-27-10-21,11/11/2011
17-18-41-35-13-20,11/14/2011
03-45-25-39-17-07,11/16/2011
14-31-19-13-38-17,11/18/2011
30-29-25-13-19-04,11/21/2011
39-23-45-35-05-25,11/23/2011
32-08-29-42-15-01,11/25/2011
05-27-29-32-43-39,11/28/2011
42-10-29-06-13-34,11/30/2011
45-17-20-30-29-43,12/2/2011
17-39-44-28-11-43,12/5/2011
26-05-41-38-32-08,12/7/2011
36-06-30-32-07-25,12/12/2011
16-35-27-42-37-21,12/9/2011
28-20-26-10-41-16,12/14/2011
10-21-01-44-27-38,12/16/2011
03-24-33-34-15-21,12/19/2011
22-18-40-23-28-30,12/21/2011
21-39-10-27-43-04,12/23/2011
09-37-12-41-35-39,12/26/2011
21-18-11-30-16-29,12/28/2011
23-13-16-01-02-17,12/30/2011
13-12-19-34-35-09,1/2/2012
19-12-22-34-30-11,1/4/2012
01-12-11-41-17-36,1/6/2012
30-20-44-34-27-38,1/9/2012
43-45-19-11-05-02,1/11/2012
35-41-27-17-06-09,1/13/2012
01-27-35-42-44-12,1/16/2012
03-15-33-11-40-25,1/18/2012
44-39-35-22-36-07,1/20/2012
42-40-24-05-06-26,1/23/2012
19-43-31-34-12-29,1/25/2012
26-32-11-02-25-22,1/27/2012
02-10-06-11-26-24,1/30/2012
09-03-40-16-27-28,2/1/2012
34-05-29-23-11-08,2/3/2012
16-39-23-15-01-12,2/6/2012
10-05-30-15-42-31,2/8/2012
20-17-14-25-19-08,2/10/2012
41-04-01-07-13-06,2/13/2012
33-34-28-40-14-08,2/15/2012
09-20-22-06-34-40,2/17/2012
10-17-07-29-21-18,2/20/2012
09-22-30-02-37-21,2/22/2012
14-13-32-42-21-20,2/24/2012
11-34-24-27-29-16,2/27/2012
45-12-43-33-05-26,2/29/2012
21-06-41-20-32-13,3/2/2012
14-10-12-45-36-22,3/5/2012
10-31-08-04-13-01,3/7/2012
40-39-07-37-29-10,3/9/2012
06-13-22-08-23-02,3/12/2012
26-23-31-09-13-24,3/14/2012
43-38-45-24-04-42,3/16/2012
45-04-24-05-30-42,3/19/2012
25-31-05-35-23-14,3/21/2012
25-05-16-06-40-17,3/23/2012
17-23-37-35-06-26,3/26/2012
45-03-41-27-15-11,3/28/2012
07-21-13-06-04-40,3/30/2012
06-16-36-01-25-34,4/2/2012
28-04-35-06-33-37,4/4/2012
32-14-38-23-27-15,4/9/2012
29-28-44-41-32-43,4/11/2012
28-25-33-12-43-17,4/13/2012
45-22-39-05-06-03,4/16/2012
40-15-33-25-41-11,4/18/2012
14-36-34-41-30-38,4/20/2012
32-07-21-37-13-09,4/23/2012
20-14-44-27-07-38,4/25/2012
08-32-05-15-01-40,4/27/2012
20-36-34-37-07-25,4/30/2012
04-27-13-44-28-14,5/2/2012
41-05-30-19-24-01,5/4/2012
24-38-16-20-10-42,5/7/2012
04-21-28-05-09-01,5/9/2012
26-17-38-10-03-30,5/11/2012
32-26-18-38-07-11,5/14/2012
39-13-37-34-44-41,5/16/2012
03-16-18-20-31-17,5/18/2012
01-27-23-22-33-15,5/21/2012
32-30-27-17-29-03,5/23/2012
30-16-25-38-13-09,5/25/2012
32-19-22-27-26-31,5/28/2012
37-40-42-45-30-17,5/30/2012
33-04-17-28-16-38,6/1/2012
19-14-31-37-12-38,6/4/2012
45-32-40-28-34-12,6/6/2012
12-34-15-11-19-36,6/8/2012
41-12-36-32-18-07,6/11/2012
16-38-14-17-24-21,6/13/2012
36-01-13-28-03-15,6/15/2012
07-03-45-05-35-02,6/18/2012
32-20-44-18-37-29,6/20/2012
43-13-23-18-26-28,6/22/2012
10-15-37-04-23-02,6/25/2012
36-41-32-08-13-23,6/27/2012
19-26-22-13-18-37,6/29/2012
22-25-06-30-11-35,7/2/2012
43-32-02-17-37-30,7/4/2012
11-45-43-04-44-20,7/6/2012
19-32-06-26-21-05,7/9/2012
36-23-02-33-10-07,7/11/2012
43-31-29-27-23-25,7/13/2012
16-22-03-34-35-27,7/16/2012
02-27-09-04-28-18,7/18/2012
36-05-30-33-44-37,7/20/2012
29-27-34-12-07-23,7/23/2012
12-05-04-08-19-27,7/25/2012
15-08-14-39-23-10,7/27/2012
42-13-41-19-44-21,7/30/2012
05-14-17-19-36-37,8/1/2012
01-41-16-31-40-10,8/3/2012
27-42-02-34-21-05,8/6/2012
14-15-20-16-17-34,8/8/2012
01-16-15-39-34-43,8/10/2012
16-13-27-29-12-38,8/13/2012
15-40-12-45-19-41,8/15/2012
04-44-01-08-33-37,8/17/2012
22-27-05-30-13-21,8/20/2012
28-17-20-10-19-31,8/22/2012
29-30-10-38-31-37,8/24/2012
24-25-14-36-05-10,8/27/2012
03-34-12-33-42-25,8/29/2012
14-33-10-24-02-45,8/31/2012
32-38-06-27-11-35,9/3/2012
25-17-06-42-09-14,9/5/2012
38-27-32-43-06-22,9/7/2012
19-37-26-13-02-17,9/10/2012
27-09-18-32-34-02,9/12/2012
30-06-05-26-43-25,9/14/2012
40-19-15-34-18-07,9/17/2012
01-42-10-31-03-12,9/19/2012
10-26-07-45-17-14,9/21/2012
13-35-17-22-03-10,9/24/2012
45-16-06-34-04-19,9/26/2012
19-32-43-41-44-27,9/28/2012
42-33-07-20-14-35,10/1/2012
05-12-36-13-23-02,10/3/2012
03-45-44-06-25-07,10/5/2012
41-17-40-34-12-19,10/8/2012
17-12-23-42-31-10,10/10/2012
28-09-10-07-30-16,10/12/2012
36-40-39-33-26-42,10/15/2012
25-28-18-31-27-02,10/17/2012
01-17-22-27-02-33,10/19/2012
06-07-25-29-09-37,10/22/2012
36-14-18-10-27-25,10/24/2012
05-27-12-24-39-32,10/26/2012
10-39-32-31-35-04,10/29/2012
20-17-32-21-44-01,10/31/2012
15-01-32-09-37-27,11/2/2012
02-45-44-13-27-24,11/5/2012
43-44-29-26-08-15,11/7/2012
40-28-16-36-33-07,11/9/2012
42-16-04-21-41-36,11/12/2012
26-07-35-12-19-08,11/14/2012
22-12-35-32-36-33,11/16/2012
33-40-25-34-36-22,11/19/2012
13-20-37-45-14-44,11/21/2012
01-08-13-36-30-27,11/23/2012
27-08-02-19-34-26,11/26/2012
20-22-12-08-14-21,11/28/2012
04-23-45-33-35-31,11/30/2012
04-26-18-14-03-09,12/3/2012
04-09-12-41-38-20,12/5/2012
10-28-15-29-20-37,12/7/2012
23-11-43-36-25-06,12/10/2012
37-22-24-28-25-01,12/12/2012
26-22-21-19-06-39,12/14/2012
22-29-31-21-39-38,12/17/2012
14-22-17-10-06-26,12/19/2012
27-17-35-26-28-29,12/21/2012
02-01-03-24-35-10,12/24/2012
10-02-07-38-11-30,12/26/2012
10-31-13-22-19-03,12/28/2012
05-17-13-08-01-23,12/31/2012
06-08-38-44-41-01,1/2/2013
19-28-09-33-34-45,1/4/2013
04-44-22-15-21-38,1/7/2013
41-45-02-22-27-35,1/9/2013
36-30-34-23-16-24,1/11/2013
19-42-28-33-15-07,1/14/2013
45-15-11-28-31-34,1/16/2013
16-17-05-25-38-28,1/18/2013
34-11-25-40-24-02,1/21/2013
12-18-43-19-38-21,1/23/2013
45-19-27-29-06-34,1/25/2013
23-44-03-37-15-17,1/28/2013
23-08-19-15-21-20,1/30/2013
14-22-45-42-40-26,2/1/2013
41-32-26-14-02-45,2/4/2013
39-41-32-22-06-19,2/6/2013
33-14-32-25-16-09,2/8/2013
07-44-11-03-20-02,2/11/2013
17-33-01-39-24-25,2/13/2013
17-40-24-22-39-08,2/15/2013
13-27-03-17-09-16,2/18/2013
03-26-28-41-35-06,2/20/2013
04-35-41-09-37-15,2/22/2013
31-30-17-09-14-27,2/25/2013
02-33-31-34-30-28,2/27/2013
42-17-35-16-37-13,3/1/2013
35-38-37-10-06-30,3/4/2013
18-08-16-22-41-45,3/6/2013
08-23-03-17-14-04,3/8/2013
13-20-08-34-28-07,3/11/2013
32-13-11-34-17-27,3/13/2013
34-21-35-28-39-07,3/15/2013
11-16-21-03-08-29,3/18/2013
16-45-41-29-24-21,3/20/2013
23-33-14-26-24-35,3/22/2013
44-13-02-36-33-16,3/25/2013
40-24-07-31-15-06,3/27/2013
27-42-34-37-28-43,4/1/2013
13-23-22-25-35-20,4/3/2013
12-29-40-32-41-01,4/5/2013
22-40-33-27-20-05,4/8/2013
45-36-35-22-39-03,4/10/2013
15-16-35-29-36-02,4/12/2013
42-41-44-18-26-30,4/15/2013
27-02-45-30-33-07,4/17/2013
30-38-39-31-25-13,4/19/2013
15-44-13-09-37-01,4/22/2013
30-41-19-37-26-31,4/24/2013
21-09-22-40-01-39,4/26/2013
34-37-17-09-14-21,4/29/2013
37-21-36-32-12-31,5/1/2013
25-39-18-04-03-16,5/3/2013
33-42-45-36-30-35,5/6/2013
42-39-19-23-29-08,5/8/2013
30-02-03-22-24-27,5/10/2013
42-37-31-07-24-33,5/13/2013
29-04-37-12-31-21,5/15/2013
04-33-17-02-41-23,5/17/2013
10-19-07-21-28-22,5/20/2013
41-30-44-04-31-38,5/22/2013
04-39-44-36-38-26,5/24/2013
03-39-07-04-21-15,5/27/2013
35-17-31-15-44-24,5/29/2013
05-39-06-11-40-10,5/31/2013
16-31-04-45-21-20,6/3/2013
17-25-01-26-07-10,6/5/2013
34-43-04-07-28-31,6/7/2013
04-03-35-39-12-30,6/10/2013
23-37-26-25-20-40,6/12/2013
04-24-02-27-05-41,6/14/2013
38-05-27-34-42-03,6/17/2013
18-41-25-24-16-37,6/19/2013
07-20-15-26-30-45,6/21/2013
12-22-28-23-41-29,6/24/2013
38-16-18-17-21-37,6/26/2013
20-19-42-18-32-01,6/28/2013
23-40-06-11-15-45,7/1/2013
26-23-17-07-40-32,7/3/2013
27-29-38-28-17-01,7/5/2013
24-03-39-21-38-17,7/8/2013
41-09-45-03-21-17,7/10/2013
11-24-06-34-09-45,7/12/2013
12-04-27-05-18-19,7/15/2013
11-19-25-33-20-24,7/17/2013
32-33-38-10-31-15,7/19/2013
06-41-10-11-38-42,7/22/2013
39-41-21-15-04-07,7/24/2013
33-29-37-36-04-12,7/26/2013
23-13-21-31-16-05,7/29/2013
04-11-39-13-33-43,7/31/2013
40-23-13-42-26-33,8/2/2013
35-23-15-08-02-10,8/5/2013
04-41-33-27-44-09,8/7/2013
28-23-42-22-34-10,8/9/2013
12-32-07-44-30-26,8/12/2013
11-37-19-32-41-23,8/14/2013
24-18-33-45-09-16,8/16/2013
14-06-28-09-24-40,8/19/2013
15-33-07-06-19-13,8/21/2013
15-26-18-34-13-29,8/23/2013
15-39-04-02-27-09,8/26/2013
11-28-15-30-39-27,8/28/2013
17-10-08-37-39-18,8/30/2013
11-05-21-13-33-01,9/2/2013
31-07-11-34-36-08,9/4/2013
33-44-01-37-26-31,9/6/2013
33-25-37-01-43-23,9/9/2013
42-01-04-02-08-24,9/11/2013
39-01-13-19-16-22,9/13/2013
19-27-06-11-34-29,9/16/2013
19-12-17-31-02-16,9/18/2013
31-13-33-36-02-09,9/20/2013
40-34-45-29-16-01,9/23/2013
18-17-29-12-27-44,9/25/2013
45-26-28-05-23-10,9/27/2013
